uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,hom1relatedness,hom2relatedness,normal
206,113,113,8-a,8,nonpun,0,greece,southern,0.196191163,-0.152857904,0
0,114,114,9-a, 9,nonpun,0,sine,sine ,1,-1,0
225,114,114,9-a,9,nonpun,0,sine,function,1.019378722,0.439681017,0
225,114,114,9-a,9,nonpun,0,sine,function,1.019378722,0.439681017,0
227,114,114,9-a,9,nonpun,0,sine,mathematics,1.447036089,0.848639387,0
0,115,115,10-a, 10,nonpun,0,principal,principal ,1,-1,0
239,115,115,10-a,10,nonpun,0,principal,local,0.004982895,-0.32475094,0
240,115,115,10-a,10,nonpun,0,principal,ms,-0.180238084,-0.055012292,0
243,115,115,10-a,10,nonpun,0,principal,school,1.99747003,1.0686167,0
244,115,115,10-a,10,nonpun,0,principal,wu,-0.670427616,-0.798160808,0
0,116,116,11-a, 11,nonpun,0,cd,cd ,1,-1,0
259,116,116,11-a,11,nonpun,0,cd,classical,0.754552945,-0.585794569,0
263,116,116,11-a,11,nonpun,0,cd,music,1.794118677,-0.31297692,0
264,116,116,11-a,11,nonpun,0,cd,new,0.196711267,-0.522052794,0
0,117,117,12-a, 12,nonpun,0,hare,hare ,1,-1,0
305,117,117,12-a,12,nonpun,0,hare,ran,0.445048512,-0.52966093,0
306,117,117,12-a,12,nonpun,0,hare,rapidly,0.3918974,-0.642455018,0
0,118,118,13-a, 13,nonpun,0,knotty,knotty ,1,-1,0
313,118,118,13-a,13,nonpun,0,knotty,made,-0.509212612,-0.625273489,0
314,118,118,13-a,13,nonpun,0,knotty,pine,-0.160851791,-0.793461446,0
0,119,119,14-a, 14,nonpun,0,taut,taut ,1,-1,0
339,119,119,14-a,14,nonpun,0,taut,clothesline,0.552306178,-0.543429494,0
341,119,119,14-a,14,nonpun,0,taut,hangs,0.243455661,-0.58754546,0
344,119,119,14-a,14,nonpun,0,taut,poles,-0.286158353,-0.735985557,0
0,120,120,15-a, 15,nonpun,0,marx,marx ,1,-1,0
367,120,120,15-a,15,nonpun,0,marx,karl,1.430994181,-0.390664933,0
371,120,120,15-a,15,nonpun,0,marx,philosopher,1.553897502,-0.477807527,0
0,121,121,16-a, 16,nonpun,0,hi,hi ,1,-1,0
383,121,121,16-a,16,nonpun,0,hi,waved,1.72973703,-0.148802992,0
0,122,122,17-a, 17,nonpun,0,daze,daze ,1,-1,0
412,122,122,17-a,17,nonpun,0,daze,learning,-0.690780761,-0.155835821,0
414,122,122,17-a,17,nonpun,0,daze,news,-0.567643796,0.281946675,0
0,123,123,18-a, 18,nonpun,0,prose,prose ,1,-1,0
437,123,123,18-a,18,nonpun,0,prose,novels,1.42068533,-0.518240741,0
440,123,123,18-a,18,nonpun,0,prose,written,1.32796995,-0.421870713,0
0,124,124,19-a, 19,nonpun,0,plane,plane ,1,-1,0
462,124,124,19-a,19,nonpun,0,plane,landed,1.050391062,-0.538243281,0
0,125,125,20-a, 20,nonpun,0,dam,dam ,1,-1,0
467,125,125,20-a,20,nonpun,0,dam,building,0.367174398,-0.539332626,0
471,125,125,20-a,20,nonpun,0,dam,logs,1.430668256,-0.121952542,0
478,125,125,20-a,20,nonpun,0,dam,sticks,0.317012934,-0.686561865,0
0,126,126,21-a, 21,nonpun,0,hertz,hertz ,1,-1,0
497,126,126,21-a,21,nonpun,0,hertz,mega,0.779173478,-0.57167944,0
498,126,126,21-a,21,nonpun,0,hertz,processing,0.683483218,-0.540497833,0
500,126,126,21-a,21,nonpun,0,hertz,speed,0.178786499,-0.301454813,0
501,126,126,21-a,21,nonpun,0,hertz,thirty-three,-0.258263208,-0.762184863,0
0,127,127,22-a, 22,nonpun,0,role,role ,1,-1,0
519,127,127,22-a,22,nonpun,0,role,plays,1.250637128,0.634214361,0
520,127,127,22-a,22,nonpun,0,role,show,0.452865957,-0.676772085,0
522,127,127,22-a,22,nonpun,0,role,television,0.73476784,-0.401643565,0
0,128,128,23-a, 23,nonpun,0,collar,collar ,1,-1,0
556,128,128,23-a,23,nonpun,0,collar,puts,-0.513290301,-0.526046813,0
558,128,128,23-a,23,nonpun,0,collar,walking,0.767337859,-0.699444316,0
0,129,129,24-a, 24,nonpun,0,steal,steal ,1,-1,0
561,129,129,24-a,24,nonpun,0,steal,candy,-0.094536379,-0.781460533,0
562,129,129,24-a,24,nonpun,0,steal,decided,-0.465451553,-0.568402974,0
563,129,129,24-a,24,nonpun,0,steal,friend's,-0.56195865,-0.520115981,0
566,129,129,24-a,24,nonpun,0,steal,not,-0.189663551,-0.723041821,0
569,129,129,24-a,24,nonpun,0,steal,wanted,0.492795816,-0.618644422,0
0,130,130,25-a, 25,nonpun,0,dye,dye ,1,-1,0
602,130,130,25-a,25,nonpun,0,dye,like,-0.781460533,-0.619684429,0
603,130,130,25-a,25,nonpun,0,dye,not,-0.770518333,-0.324320723,0
604,130,130,25-a,25,nonpun,0,dye,people,-0.26904247,1.357481,0
0,131,131,26-a, 26,nonpun,0,waist,waist ,1,-1,0
615,131,131,26-a,26,nonpun,0,waist,look,-0.588764329,-0.72069838,0
617,131,131,26-a,26,nonpun,0,waist,small,0.54555294,-0.590623453,0
619,131,131,26-a,26,nonpun,0,waist,tiny,0.817679802,-0.534166992,0
0,132,132,27-a, 27,nonpun,0,feet,feet ,1,-1,0
650,132,132,27-a,27,nonpun,0,feet,new,-0.68535866,-0.374702209,0
655,132,132,27-a,27,nonpun,0,feet,shoes,1.661397429,-0.582987908,0
658,132,132,27-a,27,nonpun,0,feet,these,-0.326401163,-0.748009219,0
0,133,133,28-a, 28,nonpun,0,aloud,aloud ,1,-1,0
678,133,133,28-a,28,nonpun,0,aloud,poem,0.285366535,-0.648521192,0
679,133,133,28-a,28,nonpun,0,aloud,read,1.011726584,-0.384072101,0
682,133,133,28-a,28,nonpun,0,aloud,student,-0.31438722,-0.392756171,0
0,134,134,29-a, 29,nonpun,0,pail,pail ,1,-1,0
690,134,134,29-a,29,nonpun,0,pail,filled,0.640365217,-0.465606583,0
691,134,134,29-a,29,nonpun,0,pail,floor,-0.027157293,-0.542267553,0
696,134,134,29-a,29,nonpun,0,pail,water,1.506103593,-0.205510526,0
697,134,134,29-a,29,nonpun,0,pail,worker,-0.140034506,-0.407722609,0
0,135,135,30-a, 30,nonpun,0,manor,manor ,1,-1,0
731,135,135,30-a,30,nonpun,0,manor,live,0.878267984,-0.08509899,0
735,135,135,30-a,30,nonpun,0,manor,people,0.015243503,0.361364864,0
737,135,135,30-a,30,nonpun,0,manor,those,-0.812234947,-0.5937837,0
738,135,135,30-a,30,nonpun,0,manor,wealthy,1.284905544,-0.276843416,0
0,136,136,31-a, 31,nonpun,0,cache,cache ,1,-1,0
744,136,136,31-a,31,nonpun,0,cache,database,0.776424805,-0.34122505,0
747,136,136,31-a,31,nonpun,0,cache,pages,0.137738536,-0.513410638,0
750,136,136,31-a,31,nonpun,0,cache,stored,0.829207849,-0.233318436,0
754,136,136,31-a,31,nonpun,0,cache,web,0.810127394,-0.279163973,0
0,137,137,32-a, 32,nonpun,0,reign,reign ,1,-1,0
791,137,137,32-a,32,nonpun,0,reign,heir,1.112214591,-0.710023942,0
792,137,137,32-a,32,nonpun,0,reign,king's,1.776843753,-0.66841483,0
797,137,137,32-a,32,nonpun,0,reign,took,-0.113320681,-0.620418969,0
0,138,138,33-a, 33,nonpun,0,thyme,thyme ,1,-1,0
800,138,138,33-a,33,nonpun,0,thyme,creamy,-0.373157708,-0.78174645,0
802,138,138,33-a,33,nonpun,0,thyme,favorite,-0.757130331,-0.205737968,0
803,138,138,33-a,33,nonpun,0,thyme,flavored,0.720140546,-0.744399398,0
808,138,138,33-a,33,nonpun,0,thyme,meals,0.684309848,0.511392483,0
810,138,138,33-a,33,nonpun,0,thyme,sauce,0.675274507,-0.618491916,0
0,139,139,34-a, 34,nonpun,0,pore,pore ,1,-1,0
850,139,139,34-a,34,nonpun,0,pore,skin,1.711512432,-0.24986229,0
851,139,139,34-a,34,nonpun,0,pore,small,0.506945942,0.125812672,0
852,139,139,34-a,34,nonpun,0,pore,surface,0.729637206,-0.634197082,0
854,139,139,34-a,34,nonpun,0,pore,very,-0.758430767,0.113791966,0
0,140,140,35-a, 35,nonpun,0,gilt,gilt ,1,-1,0
859,140,140,35-a,35,nonpun,0,gilt,frame,0.224066754,0.159816498,0
0,141,141,36-a, 36,nonpun,0,heir,heir ,1,-1,0
896,141,141,36-a,36,nonpun,0,heir,prince,1.47974664,-0.690269368,0
899,141,141,36-a,36,nonpun,0,heir,throne,1.706785224,-0.698889214,0
900,141,141,36-a,36,nonpun,0,heir,william,0.295560352,-0.540397823,0
0,142,142,37-a, 37,nonpun,0,son,son ,1,-1,0
0,143,143,38-a, 38,nonpun,0,c's,c's ,1,-1,0
924,143,143,38-a,38,nonpun,0,c's,hard,-0.714930737,-0.044966371,0
925,143,143,38-a,38,nonpun,0,c's,high,-0.577071422,1.15987515,0
932,143,143,38-a,38,nonpun,0,c's,sing,-0.060591239,-0.611618683,0
934,143,143,38-a,38,nonpun,0,c's,soprano,-0.539602268,-0.671420259,0
0,144,144,39-a, 39,nonpun,0,watt,watt ,1,-1,0
953,144,144,39-a,39,nonpun,0,watt,desk,-0.457721811,-0.773342724,0
956,144,144,39-a,39,nonpun,0,watt,lamp,1.321393571,-0.69598325,0
957,144,144,39-a,39,nonpun,0,watt,light,1.79124009,-0.495548786,0
959,144,144,39-a,39,nonpun,0,watt,sixty,1.02910921,-0.825991955,0
964,144,144,39-a,39,nonpun,0,watt,uses,-0.311913495,-0.208917873,0
0,145,145,40-a, 40,nonpun,0,razor,razor ,1,-1,0
1004,145,145,40-a,40,nonpun,0,razor,shave,1.763154924,-0.634807828,0
1007,145,145,40-a,40,nonpun,0,razor,used,0.323571408,-0.552589093,0
0,146,146,41-a, 41,nonpun,0,knot,knot ,1,-1,0
1011,146,146,41-a,41,nonpun,0,knot,easy,-0.391155438,-0.106180819,0
1015,146,146,41-a,41,nonpun,0,knot,tie,1.837738897,-0.658961115,0
0,147,147,42-a, 42,nonpun,0,wood,wood ,1,-1,0
1030,147,147,42-a,42,nonpun,0,wood,trees,2.166448306,-0.589968992,0
0,148,148,43-a, 43,nonpun,0,grader,grader ,1,-1,0
1048,148,148,43-a,43,nonpun,0,grader,score,1.456913574,-0.483996304,0
1050,148,148,43-a,43,nonpun,0,grader,tests,1.239366364,-0.830644844,0
0,149,149,44-a, 44,nonpun,0,eye,eye ,1,-1,0
0,150,150,45-a, 45,nonpun,0,cell,cell ,1,-1,0
1078,150,150,45-a,45,nonpun,0,cell,learned,-0.383796696,-0.513759403,0
1082,150,150,45-a,45,nonpun,0,cell,works,-0.234275681,0.283345321,0
0,151,151,46-a, 46,nonpun,0,scent,scent ,1,-1,0
0,152,152,47-a, 47,nonpun,0,course,course ,1,-1,0
1130,152,152,47-a,47,nonpun,0,course,took,0.543846748,-0.520769838,0
0,153,153,48-a, 48,nonpun,0,deer,deer ,1,-1,0
0,154,154,49-a, 49,nonpun,0,bee,bee ,1,-1,0
1153,154,154,49-a,49,nonpun,0,bee,honey,1.842053559,-0.528261049,0
1156,154,154,49-a,49,nonpun,0,bee,steal,-0.728146168,-0.735489128,0
1157,154,154,49-a,49,nonpun,0,bee,stung,1.794922544,-0.580402332,0
1158,154,154,49-a,49,nonpun,0,bee,tried,-0.639042341,-0.305108788,0
0,155,155,50-a, 50,nonpun,0,brake,brake ,1,-1,0
1169,155,155,50-a,50,nonpun,0,brake,slowly,0.825203011,-0.208863457,0
0,156,156,51-a, 51,nonpun,0,flour,flour ,1,-1,0
1184,156,156,51-a,51,nonpun,0,flour,different,-0.658578307,-0.504582606,0
1187,156,156,51-a,51,nonpun,0,flour,kinds,-0.421216307,0.03446625,0
1191,156,156,51-a,51,nonpun,0,flour,use,-0.213368815,-0.419227853,0
0,157,157,52-a, 52,nonpun,0,fare,fare ,1,-1,0
0,158,158,53-a, 53,nonpun,0,heel,heel ,1,-1,0
1239,158,158,53-a,53,nonpun,0,heel,walking,1.670247066,0.091783129,0
0,159,159,54-a, 54,nonpun,0,hymn,hymn ,1,-1,0
1259,159,159,54-a,54,nonpun,0,hymn,sang,1.569489363,-0.505817434,0
0,160,160,55-a, 55,nonpun,0,no's,no's ,1,-1,0
1275,160,160,55-a,55,nonpun,0,no's,string,-0.707908246,-0.732012509,0
0,161,161,56-a, 56,nonpun,0,inn,inn ,1,-1,0
0,162,162,57-a, 57,nonpun,0,idol,idol ,1,-1,0
1312,162,162,57-a,57,nonpun,0,idol,movie,1.063241676,-0.326844709,0
1316,162,162,57-a,57,nonpun,0,idol,star,1.585715064,-0.250163244,0
0,163,163,58-a, 58,nonpun,0,maid,maid ,1,-1,0
1326,163,163,58-a,58,nonpun,0,maid,hired,0.943186677,-0.211003158,0
0,164,164,59-a, 59,nonpun,0,nun,nun ,1,-1,0
1344,164,164,59-a,59,nonpun,0,nun,pious,0.884351047,-0.425583558,0
1346,164,164,59-a,59,nonpun,0,nun,very,-0.849311361,-0.430725528,0
0,165,165,60-a, 60,nonpun,0,mourning,mourning ,1,-1,0
1356,165,165,60-a,60,nonpun,0,mourning,loved,0.73364003,-0.364996225,0
0,166,166,61-a, 61,nonpun,0,meat,meat ,1,-1,0
1368,166,166,61-a,61,nonpun,0,meat,vegetarians,0.604443795,-0.641859781,0
0,167,167,62-a, 62,nonpun,0,reel,reel ,1,-1,0
1399,167,167,62-a,62,nonpun,0,reel,need,-0.762973747,-0.282585301,0
0,168,168,63-a, 63,nonpun,0,pear,pear ,1,-1,0
1413,168,168,63-a,63,nonpun,0,pear,ate,1.144401446,-0.624965138,0
0,169,169,64-a, 64,nonpun,0,pray,pray ,1,-1,0
1423,169,169,64-a,64,nonpun,0,pray,christians,1.829803433,-0.448843181,0
1424,169,169,64-a,64,nonpun,0,pray,customary,-0.307313326,-0.523897592,0
0,170,170,65-a, 65,nonpun,0,root,root ,1,-1,0
1446,170,170,65-a,65,nonpun,0,root,tripped,-0.180136938,-0.492415474,0
0,171,171,1-b, 1,nonpun,0,profit,profit ,1,-1,0
5,171,171,1-b,1,nonpun,0,profit,dollars,1.743815347,-0.349161485,0
9,171,171,1-b,1,nonpun,0,profit,made,0.91419155,-0.124358304,0
10,171,171,1-b,1,nonpun,0,profit,million,1.246970119,-0.554897705,0
14,171,171,1-b,1,nonpun,0,profit,year,0.650043035,-0.162742635,0
0,172,172,2-b, 2,nonpun,0,pie,pie ,1,-1,0
45,172,172,2-b,2,nonpun,0,pie,dessert,1.681425152,-0.365230948,0
48,172,172,2-b,2,nonpun,0,pie,like,-0.047714652,-0.489360978,0
0,173,173,3-b, 3,nonpun,0,need,need ,1,-1,0
76,173,173,3-b,3,nonpun,0,need,computer,-0.175595364,-0.590439133,0
83,173,173,3-b,3,nonpun,0,need,programmers,-0.279855399,-0.634197082,0
0,174,174,4-b, 4,nonpun,0,or,or ,1,-1,0
101,174,174,4-b,4,nonpun,0,or,care,-0.702338021,-0.750032,0
109,174,174,4-b,4,nonpun,0,or,problems,-0.750977777,-0.706748926,0
112,174,174,4-b,4,nonpun,0,or,take,-0.691946271,-0.660505036,0
0,175,175,5-b, 5,nonpun,0,tears,tears ,1,-1,0
119,175,175,5-b,5,nonpun,0,tears,movie,0.324767813,-0.455543802,0
120,175,175,5-b,5,nonpun,0,tears,ran,-0.065024853,-0.667817315,0
121,175,175,5-b,5,nonpun,0,tears,sad,1.6796432,-0.407993765,0
124,175,175,5-b,5,nonpun,0,tears,watched,-0.030077993,-0.617240943,0
0,176,176,6-b, 6,nonpun,0,pole,pole ,1,-1,0
150,176,176,6-b,6,nonpun,0,pole,raised,-0.033473475,-0.248146517,0
151,176,176,6-b,6,nonpun,0,pole,up,0.261924936,-0.399628572,0
0,177,177,7-b, 7,nonpun,0,board,board ,1,-1,0
168,177,177,7-b,7,nonpun,0,board,directors,1.174703046,-0.569948845,0
172,177,177,7-b,7,nonpun,0,board,meeting,1.321483146,0.440926303,0
0,178,178,8-b, 8,nonpun,0,grease,grease ,1,-1,0
0,179,179,9-b, 9,nonpun,0,sign,sign ,1,-1,0
211,179,179,9-b,9,nonpun,0,sign,clothes,-0.638889498,-0.819844606,0
216,179,179,9-b,9,nonpun,0,sign,says,0.959917174,-0.774731927,0
217,179,179,9-b,9,nonpun,0,sign,store,0.932149163,-0.794210031,0
0,180,180,10-b, 10,nonpun,0,principle,principle ,1,-1,0
254,180,180,10-b,10,nonpun,0,principle,physics,0.758149069,0.457736549,0
0,181,181,11-b, 11,nonpun,0,seedy,seedy ,1,-1,0
273,181,181,11-b,11,nonpun,0,seedy,drunken,0.081083372,-0.685244163,0
274,181,181,11-b,11,nonpun,0,seedy,full,-0.609255664,-0.072954451,0
279,181,181,11-b,11,nonpun,0,seedy,people,-0.336843937,-0.38802841,0
282,181,181,11-b,11,nonpun,0,seedy,unwashed,0.412283929,-0.765760207,0
0,182,182,12-b, 12,nonpun,0,hair,hair ,1,-1,0
286,182,182,12-b,12,nonpun,0,hair,lots,0.016372087,-0.731424204,0
290,182,182,12-b,12,nonpun,0,hair,people,1.008991155,-0.560435519,0
0,183,183,13-b, 13,nonpun,0,naughty,naughty ,1,-1,0
321,183,183,13-b,13,nonpun,0,naughty,child,0.360216669,-0.570673267,0
0,184,184,14-b, 14,nonpun,0,taught,taught ,1,-1,0
332,184,184,14-b,14,nonpun,0,taught,mathematics,1.147346875,-0.471036256,0
336,184,184,14-b,14,nonpun,0,taught,students,1.536200491,-0.699906939,0
0,185,185,15-b, 15,nonpun,0,marks,marks ,1,-1,0
354,185,185,15-b,15,nonpun,0,marks,high,0.712761434,-0.599170228,0
354,185,185,15-b,15,nonpun,0,marks,high,0.712761434,-0.599170228,0
360,185,185,15-b,15,nonpun,0,marks,school,1.006779042,-0.292501088,0
0,186,186,16-b, 16,nonpun,0,high,high ,1,-1,0
392,186,186,16-b,16,nonpun,0,high,statue,0.710567146,-0.655649086,0
394,186,186,16-b,16,nonpun,0,high,ten,0.111443636,-0.577530167,0
0,187,187,17-b, 17,nonpun,0,days,days ,1,-1,0
408,187,187,17-b,17,nonpun,0,days,week,1.888258478,-0.620947694,0
0,188,188,18-b, 18,nonpun,0,pros,pros ,1,-1,0
426,188,188,18-b,18,nonpun,0,pros,networking,-0.050376801,-0.483010617,0
428,188,188,18-b,18,nonpun,0,pros,sites,-0.46302653,-0.641951532,0
429,188,188,18-b,18,nonpun,0,pros,social,-0.481973908,-0.133220543,0
0,189,189,19-b, 19,nonpun,0,plain,plain ,1,-1,0
447,189,189,19-b,19,nonpun,0,plain,felt,-0.295630453,-0.781460533,0
452,189,189,19-b,19,nonpun,0,plain,sister,-0.530564157,-0.764773611,0
0,190,190,20-b, 20,nonpun,0,damn,damn ,1,-1,0
488,190,190,20-b,20,nonpun,0,damn,not,-0.639285817,-0.596742509,0
490,190,190,20-b,20,nonpun,0,damn,say,-0.09659133,-0.774790815,0
0,191,191,21-b, 21,nonpun,0,hurts,hurts ,1,-1,0
505,191,191,21-b,21,nonpun,0,hurts,leg,0.132818371,-0.734886048,0
0,192,192,22-b, 22,nonpun,0,roll,roll ,1,-1,0
526,192,192,22-b,22,nonpun,0,roll,dress,-0.631901652,0.009442134,0
529,192,192,22-b,22,nonpun,0,roll,make,-0.068263256,-0.204322837,0
533,192,192,22-b,22,nonpun,0,roll,silk,-0.11304133,-0.526355868,0
0,193,193,23-b, 23,nonpun,0,caller,caller ,1,-1,0
541,193,193,23-b,23,nonpun,0,caller,phone,1.854532249,-0.641315109,0
0,194,194,24-b, 24,nonpun,0,steel,steel ,1,-1,0
579,194,194,24-b,24,nonpun,0,steel,ship,0.808578387,-0.408994784,0
582,194,194,24-b,24,nonpun,0,steel,wood,0.101366305,-0.108600107,0
0,195,195,25-b, 25,nonpun,0,die,die ,1,-1,0
587,195,195,25-b,25,nonpun,0,die,heart,0.600173251,-0.709082701,0
592,195,195,25-b,25,nonpun,0,die,scared,0.667042835,-0.428085266,0
595,195,195,25-b,25,nonpun,0,die,very,-0.706454265,-0.606925591,0
0,196,196,26-b, 26,nonpun,0,waste,waste ,1,-1,0
627,196,196,26-b,26,nonpun,0,waste,time,0.74945938,-0.469220054,0
0,197,197,27-b, 27,nonpun,0,feat,feat ,1,-1,0
637,197,197,27-b,27,nonpun,0,feat,passing,-0.31578991,-0.167093468,0
639,197,197,27-b,27,nonpun,0,feat,real,-0.353071356,-0.392275205,0
642,197,197,27-b,27,nonpun,0,feat,studying,-0.401542051,-0.749716023,0
0,198,198,28-b, 28,nonpun,0,allowed,allowed ,1,-1,0
661,198,198,28-b,28,nonpun,0,allowed,family,-0.279927222,-0.371948519,0
668,198,198,28-b,28,nonpun,0,allowed,son,-0.315025275,-0.461546552,0
670,198,198,28-b,28,nonpun,0,allowed,use,0.369072124,-0.583316729,0
0,199,199,29-b, 29,nonpun,0,pale,pale ,1,-1,0
706,199,199,29-b,29,nonpun,0,pale,sick,1.187339929,0.384213678,0
0,200,200,30-b, 30,nonpun,0,manner,manner ,1,-1,0
720,200,200,30-b,30,nonpun,0,manner,party,-0.228798263,-0.140640352,0
0,201,201,31-b, 31,nonpun,0,cash,cash ,1,-1,0
757,201,201,31-b,31,nonpun,0,cash,chips,0.7956559,-0.819637414,0
766,201,201,31-b,31,nonpun,0,cash,stocks,1.102684689,-0.444644263,0
769,201,201,31-b,31,nonpun,0,cash,ten,1.016804401,-0.616001035,0
772,201,201,31-b,31,nonpun,0,cash,years,-0.435775644,-0.403581963,0
0,202,202,32-b, 32,nonpun,0,rain,rain ,1,-1,0
777,202,202,32-b,32,nonpun,0,rain,fell,0.613188827,-0.133827467,0
781,202,202,32-b,32,nonpun,0,rain,night,-0.347260507,-0.721250535,0
0,203,203,33-b, 33,nonpun,0,time,time ,1,-1,0
823,203,203,33-b,33,nonpun,0,time,meeting,0.919818744,-0.750032,0
0,204,204,34-b, 34,nonpun,0,poor,poor ,1,-1,0
829,204,204,34-b,34,nonpun,0,poor,buy,0.033483277,-0.788090527,0
830,204,204,34-b,34,nonpun,0,poor,cannot,0.074573357,-0.781460533,0
832,204,204,34-b,34,nonpun,0,poor,family,0.512370285,-0.506777115,0
833,204,204,34-b,34,nonpun,0,poor,food,-0.127033648,-0.602746226,0
0,205,205,35-b, 35,nonpun,0,guilt,guilt ,1,-1,0
871,205,205,35-b,35,nonpun,0,guilt,decides,-0.117941764,-0.748498052,0
874,205,205,35-b,35,nonpun,0,guilt,innocence,0.683609262,-0.227023413,0
875,205,205,35-b,35,nonpun,0,guilt,jury,1.256818579,-0.560675645,0
879,205,205,35-b,35,nonpun,0,guilt,person,0.46715014,-0.520269088,0
0,206,206,36-b, 36,nonpun,0,err,err ,1,-1,0
882,206,206,36-b,36,nonpun,0,err,better,-0.588063778,-0.486176467,0
887,206,206,36-b,36,nonpun,0,err,safe,-0.174398323,-0.368815251,0
888,206,206,36-b,36,nonpun,0,err,side,-0.375675418,-0.506233458,0
0,207,207,37-b, 37,nonpun,0,sun,sun ,1,-1,0
915,207,207,37-b,37,nonpun,0,sun,morning,1.438934245,-0.678068098,0
919,207,207,37-b,37,nonpun,0,sun,rises,1.575861286,-0.614927634,0
920,207,207,37-b,37,nonpun,0,sun,sets,1.090345779,-0.735985557,0
0,208,208,38-b, 38,nonpun,0,seas,seas ,1,-1,0
943,208,208,38-b,38,nonpun,0,seas,mid-atlantic,1.1959212,-0.677186934,0
946,208,208,38-b,38,nonpun,0,seas,ship,1.612179029,-0.644056695,0
0,209,209,39-b, 39,nonpun,0,what,what ,1,-1,0
977,209,209,39-b,39,nonpun,0,what,teacher,-0.459484636,-0.654493271,0
978,209,209,39-b,39,nonpun,0,what,told,-0.184861844,-0.69704956,0
0,210,210,40-b, 40,nonpun,0,raiser,raiser ,1,-1,0
985,210,210,40-b,40,nonpun,0,raiser,fund,0.810271506,-0.729274222,0
986,210,210,40-b,40,nonpun,0,raiser,girl,-0.820700699,-0.009458297,0
987,210,210,40-b,40,nonpun,0,raiser,local,-0.369067514,-0.730890722,0
989,210,210,40-b,40,nonpun,0,raiser,organized,-0.335369813,-0.552618566,0
0,211,211,41-b, 41,nonpun,0,not,not ,1,-1,0
0,212,212,42-b, 42,nonpun,0,would,would ,1,-1,0
1034,212,212,42-b,42,nonpun,0,would,go,-0.397667605,-0.750032,0
1035,212,212,42-b,42,nonpun,0,would,let,0.262509042,-0.788660111,0
1036,212,212,42-b,42,nonpun,0,would,not,0.238664661,-0.688280885,0
1037,212,212,42-b,42,nonpun,0,would,party,-0.398684175,-0.782956386,0
0,213,213,43-b, 43,nonpun,0,grater,grater ,1,-1,0
1053,213,213,43-b,43,nonpun,0,grater,cheese,1.660631265,0.057620908,0
