phoneticID,homophone,word
5,tiers,even
5,tiers,even
5,tiers,mother-in-law
5,tiers,movie
5,tiers,ran
5,tiers,sad
5,tiers,stacked
5,tiers,warehouse
5,tiers,watched
5,tiers,wedding
5,tiers,wedding
6,pole,candidates
6,pole,conduct
6,pole,conduct
6,pole,conducted
6,pole,country
6,pole,country
6,pole,decided
6,pole,decided
6,pole,flag
6,pole,flag
6,pole,gallup
6,pole,new
6,pole,new
6,pole,political
6,pole,pollsters
6,pole,popularity
6,pole,raised
6,pole,up
6,poll,candidates
6,poll,conduct
6,poll,conduct
6,poll,conducted
6,poll,country
6,poll,country
6,poll,decided
6,poll,decided
6,poll,flag
6,poll,flag
6,poll,gallup
6,poll,new
6,poll,new
6,poll,political
6,poll,pollsters
6,poll,popularity
6,poll,raised
6,poll,up
7,board,alone
7,board,chairman
7,board,chairman
7,board,company's
7,board,directors
7,board,executive
7,board,executive
7,board,galas
7,board,man
7,board,meeting
7,board,meetings
7,board,old
7,board,tears
7,board,time
7,bored,alone
7,bored,chairman
7,bored,chairman
7,bored,company's
7,bored,directors
7,bored,executive
7,bored,executive
7,bored,galas
7,bored,man
7,bored,meeting
7,bored,meetings
7,bored,old
7,bored,tears
7,bored,time
8,grease,country
8,grease,dolmas
8,grease,donuts
8,grease,europe
8,grease,know
8,grease,know
8,grease,made
8,grease,made
8,grease,plate
8,grease,portion
8,grease,southern
8,greece,country
8,greece,dolmas
8,greece,donuts
8,greece,europe
8,greece,know
8,greece,know
8,greece,made
8,greece,made
8,greece,plate
8,greece,portion
8,greece,southern
9,sign,above
9,sign,above
9,sign,angle
9,sign,biology
9,sign,boutique
9,sign,clothes
9,sign,function
9,sign,function
9,sign,hoping
9,sign,hoping
9,sign,mathematics
9,sign,prayed
9,sign,prayed
9,sign,says
9,sign,store
9,sign,tests
9,sign,tests
9,sign,trigonometry
9,sine,above
9,sine,above
9,sine,angle
9,sine,biology
9,sine,boutique
9,sine,clothes
9,sine,function
9,sine,function
9,sine,hoping
9,sine,hoping
9,sine,mathematics
9,sine,prayed
9,sine,prayed
9,sine,says
9,sine,store
9,sine,tests
9,sine,tests
9,sine,trigonometry
10,principal,believe
10,principal,church
10,principal,disliked
10,principal,disliked
10,principal,high
10,principal,john
10,principal,john
10,principal,just
10,principal,just
10,principal,local
10,principal,ms
10,principal,not
10,principal,not
10,principal,physics
10,principal,school
10,principal,school
10,principal,wu
10,principle,believe
10,principle,church
10,principle,disliked
10,principle,disliked
10,principle,high
10,principle,john
10,principle,john
10,principle,just
10,principle,just
10,principle,local
10,principle,ms
10,principle,not
10,principle,not
10,principle,physics
10,principle,school
10,principle,school
10,principle,wu
11,cd,bar
11,cd,bought
11,cd,classical
11,cd,drunken
11,cd,full
11,cd,grocery
11,cd,music
11,cd,music
11,cd,new
11,cd,part
11,cd,part
11,cd,people
11,cd,stores
11,cd,stores
11,cd,town
11,cd,town
11,cd,unwashed
11,seedy,bar
11,seedy,bought
11,seedy,classical
11,seedy,drunken
11,seedy,full
11,seedy,grocery
11,seedy,music
11,seedy,music
11,seedy,new
11,seedy,part
11,seedy,part
11,seedy,people
11,seedy,stores
11,seedy,stores
11,seedy,town
11,seedy,town
11,seedy,unwashed
12,hair,fields
12,hair,got
12,hair,got
12,hair,heads
12,hair,lots
12,hair,mad
12,hair,mad
12,hair,magician
12,hair,out
12,hair,out
12,hair,people
12,hair,professor
12,hair,pulled
12,hair,pulled
12,hair,ran
12,hair,rapidly
12,hare,fields
12,hare,got
12,hare,got
12,hare,heads
12,hare,lots
12,hare,mad
12,hare,mad
12,hare,magician
12,hare,out
12,hare,out
12,hare,people
12,hare,professor
12,hare,pulled
12,hare,pulled
12,hare,ran
12,hare,rapidly
13,knotty,admonished
13,knotty,admonished
13,knotty,apparently
13,knotty,apparently
13,knotty,boy
13,knotty,boy
13,knotty,cabin
13,knotty,child
13,knotty,father
13,knotty,father
13,knotty,made
13,knotty,pine
13,knotty,pine
13,knotty,sapling
13,knotty,young
13,knotty,young
13,naughty,admonished
13,naughty,admonished
13,naughty,apparently
13,naughty,apparently
13,naughty,boy
13,naughty,boy
13,naughty,cabin
13,naughty,child
13,naughty,father
13,naughty,father
13,naughty,made
13,naughty,pine
13,naughty,pine
13,naughty,sapling
13,naughty,young
13,naughty,young
14,taught,between
14,taught,clothesline
14,taught,college
14,taught,hangs
14,taught,learn
14,taught,learn
14,taught,mathematics
14,taught,poles
14,taught,rope
14,taught,skateboard
14,taught,students
14,taught,tricks
14,taught,tricks
14,taut,between
14,taut,clothesline
14,taut,college
14,taut,hangs
14,taut,learn
14,taut,learn
14,taut,mathematics
14,taut,poles
14,taut,rope
14,taut,skateboard
14,taut,students
14,taut,tricks
14,taut,tricks
15,marks,class
15,marks,class
15,marks,communism
15,marks,dropped
15,marks,dropped
15,marks,german
15,marks,got
15,marks,high
15,marks,high
15,marks,karl
15,marks,lousy
15,marks,lousy
15,marks,math
15,marks,out
15,marks,out
15,marks,philosopher
15,marks,school
15,marx,class
15,marx,class
15,marx,communism
15,marx,dropped
15,marx,dropped
15,marx,german
15,marx,got
15,marx,high
15,marx,high
15,marx,karl
15,marx,lousy
15,marx,lousy
15,marx,math
15,marx,out
15,marx,out
15,marx,philosopher
15,marx,school
16,hi,boy
16,hi,boy
16,hi,feet
16,hi,instinctively
16,hi,instinctively
16,hi,natural
16,hi,natural
16,hi,people
16,hi,risks
16,hi,say
16,hi,statue
16,hi,takes
16,hi,ten
16,hi,waved
16,hi,waves
16,high,boy
16,high,boy
16,high,feet
16,high,instinctively
16,high,instinctively
16,high,natural
16,high,natural
16,high,people
16,high,risks
16,high,say
16,high,statue
16,high,takes
16,high,ten
16,high,waved
16,high,waves
17,days,bad
17,days,end
17,days,end
17,days,having
17,days,having
17,days,learning
17,days,longs
17,days,longs
17,days,news
17,days,school
17,days,school
17,days,seven
17,days,teacher
17,days,teacher
17,days,time
17,days,time
17,days,tough
17,days,tough
17,days,week
17,daze,bad
17,daze,end
17,daze,end
17,daze,having
17,daze,having
17,daze,learning
17,daze,longs
17,daze,longs
17,daze,news
17,daze,school
17,daze,school
17,daze,seven
17,daze,teacher
17,daze,teacher
17,daze,time
17,daze,time
17,daze,tough
17,daze,tough
17,daze,week
18,pros,authors
18,pros,bankers
18,pros,cons
18,pros,cons
18,pros,cons
18,pros,essays
18,pros,jail
18,pros,jail
18,pros,networking
18,pros,novels
18,pros,sites
18,pros,social
18,pros,written
18,prose,authors
18,prose,bankers
18,prose,cons
18,prose,cons
18,prose,cons
18,prose,essays
18,prose,jail
18,prose,jail
18,prose,networking
18,prose,novels
18,prose,sites
18,prose,social
18,prose,written
19,plain,airport
19,plain,beautiful
19,plain,driving
19,plain,eat
19,plain,eat
19,plain,expect
19,plain,expect
19,plain,fancy
19,plain,fancy
19,plain,felt
19,plain,flying
19,plain,food
19,plain,food
19,plain,landed
19,plain,not
19,plain,not
19,plain,sister
19,plane,airport
19,plane,beautiful
19,plane,driving
19,plane,eat
19,plane,eat
19,plane,expect
19,plane,expect
19,plane,fancy
19,plane,fancy
19,plane,felt
19,plane,flying
19,plane,food
19,plane,food
19,plane,landed
19,plane,not
19,plane,not
19,plane,sister
20,dam,beaver
20,dam,beaver
20,dam,best
20,dam,best
20,dam,building
20,dam,ever
20,dam,ever
20,dam,give
20,dam,horror
20,dam,logs
20,dam,movie
20,dam,movie
20,dam,movie
20,dam,movie
20,dam,night
20,dam,night
20,dam,not
20,dam,saw
20,dam,saw
20,dam,say
20,dam,seen
20,dam,seen
20,dam,sticks
20,damn,beaver
20,damn,beaver
20,damn,best
20,damn,best
20,damn,building
20,damn,ever
20,damn,ever
20,damn,give
20,damn,horror
20,damn,logs
20,damn,movie
20,damn,movie
20,damn,movie
20,damn,movie
20,damn,night
20,damn,night
20,damn,not
20,damn,saw
20,damn,saw
20,damn,say
20,damn,seen
20,damn,seen
20,damn,sticks
21,hertz,computer
21,hertz,computer
21,hertz,fell
21,hertz,horse
21,hertz,leg
21,hertz,mega
21,hertz,processing
21,hertz,slow
21,hertz,slow
21,hertz,speed
21,hertz,thirty-three
21,hurts,computer
21,hurts,computer
21,hurts,fell
21,hurts,horse
21,hurts,leg
21,hurts,mega
21,hurts,processing
21,hurts,slow
21,hurts,slow
21,hurts,speed
21,hurts,thirty-three
22,role,actors
22,role,bought
22,role,directors
22,role,dress
22,role,great
22,role,great
22,role,leading
22,role,make
22,role,movie
22,role,movie
22,role,plays
22,role,show
22,role,silk
22,role,television
22,roll,actors
22,roll,bought
22,roll,directors
22,roll,dress
22,roll,great
22,roll,great
22,roll,leading
22,roll,make
22,roll,movie
22,roll,movie
22,roll,plays
22,roll,show
22,roll,silk
22,roll,television
23,caller,bank
23,caller,dog
23,caller,id
23,caller,id
23,caller,man
23,caller,man
23,caller,name
23,caller,name
23,caller,neck
23,caller,phone
23,caller,pocket
23,caller,put
23,caller,put
23,caller,puts
23,caller,shirt
23,caller,shirt
23,caller,walking
23,collar,bank
23,collar,dog
23,collar,id
23,collar,id
23,collar,man
23,collar,man
23,collar,name
23,collar,name
23,collar,neck
23,collar,phone
23,collar,pocket
23,collar,put
23,collar,put
23,collar,puts
23,collar,shirt
23,collar,shirt
23,collar,walking
24,steal,bodybuilders
24,steal,boy
24,steal,candy
24,steal,decided
24,steal,friend's
24,steal,made
24,steal,muscles
24,steal,muscles
24,steal,not
24,steal,ship
24,steal,thieves
24,steal,wanted
24,steal,wood
24,steel,bodybuilders
24,steel,boy
24,steel,candy
24,steel,decided
24,steel,friend's
24,steel,made
24,steel,muscles
24,steel,muscles
24,steel,not
24,steel,ship
24,steel,thieves
24,steel,wanted
24,steel,wood
25,die,actress
25,die,actress
25,die,attack
25,die,gray
25,die,hair
25,die,hair
25,die,heart
25,die,like
25,die,not
25,die,people
25,die,saw
25,die,saw
25,die,scared
25,die,strands
25,die,thought
25,die,thought
25,die,very
25,die,wrinkle
25,dye,actress
25,dye,actress
25,dye,attack
25,dye,gray
25,dye,hair
25,dye,hair
25,dye,heart
25,dye,like
25,dye,not
25,dye,people
25,dye,saw
25,dye,saw
25,dye,scared
25,dye,strands
25,dye,thought
25,dye,thought
25,dye,very
25,dye,wrinkle
26,waist,belt
26,waist,belt
26,waist,cardboard
26,waist,cardboard
26,waist,dealing
26,waist,fort
26,waist,look
26,waist,paper
26,waist,paper
26,waist,small
26,waist,time
26,waist,tiny
26,waste,belt
26,waste,belt
26,waste,cardboard
26,waste,cardboard
26,waste,dealing
26,waste,fort
26,waste,look
26,waste,paper
26,waste,paper
26,waste,small
26,waste,time
26,waste,tiny
27,feat,able
27,feat,able
27,feat,being
27,feat,being
27,feat,exam
27,feat,fit
27,feat,fit
27,feat,fourteen
27,feat,fourteen
27,feat,hurting
27,feat,new
27,feat,pants
27,feat,passing
27,feat,quite
27,feat,quite
27,feat,real
27,feat,shoes
27,feat,shoes
27,feat,size
27,feat,size
27,feat,studying
27,feat,these
27,feet,able
27,feet,able
27,feet,being
27,feet,being
27,feet,exam
27,feet,fit
27,feet,fit
27,feet,fourteen
27,feet,fourteen
27,feet,hurting
27,feet,new
27,feet,pants
27,feet,passing
27,feet,quite
27,feet,quite
27,feet,real
27,feet,shoes
27,feet,shoes
27,feet,size
27,feet,size
27,feet,studying
27,feet,these
28,allowed,car
28,allowed,class
28,allowed,family
28,allowed,intern
28,allowed,mime
28,allowed,not
28,allowed,not
28,allowed,poem
28,allowed,read
28,allowed,say
28,allowed,say
28,allowed,son
28,allowed,student
28,allowed,use
28,allowed,wanted
28,allowed,wanted
28,aloud,car
28,aloud,class
28,aloud,family
28,aloud,intern
28,aloud,mime
28,aloud,not
28,aloud,not
28,aloud,poem
28,aloud,read
28,aloud,say
28,aloud,say
28,aloud,son
28,aloud,student
28,aloud,use
28,aloud,wanted
28,aloud,wanted
29,pail,buckets
29,pail,burdens
29,pail,carry
29,pail,carry
29,pail,clean
29,pail,feeling
29,pail,feeling
29,pail,filled
29,pail,floor
29,pail,looks
29,pail,sick
29,pail,start
29,pail,start
29,pail,those
29,pail,those
29,pail,water
29,pail,worker
29,pale,buckets
29,pale,burdens
29,pale,carry
29,pale,carry
29,pale,clean
29,pale,feeling
29,pale,feeling
29,pale,filled
29,pale,floor
29,pale,looks
29,pale,sick
29,pale,start
29,pale,start
29,pale,those
29,pale,those
29,pale,water
29,pale,worker
30,manner,anchor
30,manner,castle
30,manner,family
30,manner,food
30,manner,home
30,manner,huge
30,manner,live
30,manner,man's
30,manner,man's
30,manner,manor
30,manner,party
30,manner,people
30,manner,speaking
30,manner,speaking
30,manner,those
30,manner,wealthy
30,manor,anchor
30,manor,castle
30,manor,family
30,manor,food
30,manor,home
30,manor,huge
30,manor,live
30,manor,man's
30,manor,man's
30,manor,manor
30,manor,party
30,manor,people
30,manor,speaking
30,manor,speaking
30,manor,those
30,manor,wealthy
31,cache,bought
31,cache,chips
31,cache,chips
31,cache,chips
31,cache,competitor
31,cache,computer
31,cache,copies
31,cache,database
31,cache,ended
31,cache,ended
31,cache,online
31,cache,online
31,cache,pages
31,cache,poker
31,cache,poker
31,cache,stocks
31,cache,stored
31,cache,suddenly
31,cache,suddenly
31,cache,ten
31,cache,tournament
31,cache,tournament
31,cache,web
31,cache,years
31,cash,bought
31,cash,chips
31,cash,chips
31,cash,chips
31,cash,competitor
31,cash,computer
31,cash,copies
31,cash,database
31,cash,ended
31,cash,ended
31,cash,online
31,cash,online
31,cash,pages
31,cash,poker
31,cash,poker
31,cash,stocks
31,cash,stored
31,cash,suddenly
31,cash,suddenly
31,cash,ten
31,cash,tournament
31,cash,tournament
31,cash,web
31,cash,years
32,rain,autumn
32,rain,britain
32,rain,britain
32,rain,city
32,rain,ended
32,rain,fell
32,rain,heir
32,rain,king's
32,rain,long
32,rain,long
32,rain,night
32,rain,place
32,rain,place
32,rain,queen
32,rain,took
32,rain,wet
32,rain,wet
32,reign,autumn
32,reign,britain
32,reign,britain
32,reign,city
32,reign,ended
32,reign,fell
32,reign,heir
32,reign,king's
32,reign,long
32,reign,long
32,reign,night
32,reign,place
32,reign,place
32,reign,queen
32,reign,took
32,reign,wet
32,reign,wet
33,thyme,chicken
33,thyme,creamy
33,thyme,extra
33,thyme,extra
33,thyme,favorite
33,thyme,flavored
33,thyme,gardeners
33,thyme,gardeners
33,thyme,get
33,thyme,get
33,thyme,herb
33,thyme,lunch
33,thyme,meals
33,thyme,meeting
33,thyme,sauce
33,thyme,tomato
33,thyme,work
33,thyme,work
33,time,chicken
33,time,creamy
33,time,extra
33,time,extra
33,time,favorite
33,time,flavored
33,time,gardeners
33,time,gardeners
33,time,get
33,time,get
33,time,herb
33,time,lunch
33,time,meals
33,time,meeting
33,time,sauce
33,time,tomato
33,time,work
33,time,work
34,poor,afford
34,poor,bad
34,poor,bad
34,poor,buy
34,poor,cannot
34,poor,excuse
34,poor,excuse
34,poor,family
34,poor,food
34,poor,opening
34,poor,say
34,poor,say
34,poor,say
34,poor,say
34,poor,skin
34,poor,skin
34,poor,small
34,poor,surface
34,poor,teeth
34,poor,very
34,pore,afford
34,pore,bad
34,pore,bad
34,pore,buy
34,pore,cannot
34,pore,excuse
34,pore,excuse
34,pore,family
34,pore,food
34,pore,opening
34,pore,say
34,pore,say
34,pore,say
34,pore,say
34,pore,skin
34,pore,skin
34,pore,small
34,pore,surface
34,pore,teeth
34,pore,very
35,gilt,accused
35,gilt,complex
35,gilt,complex
35,gilt,covered
35,gilt,decides
35,gilt,frame
35,gilt,gold
35,gilt,innocence
35,gilt,jury
35,gilt,like
35,gilt,like
35,gilt,paint
35,gilt,paint
35,gilt,people
35,gilt,people
35,gilt,person
35,gilt,purple
35,guilt,accused
35,guilt,complex
35,guilt,complex
35,guilt,covered
35,guilt,decides
35,guilt,frame
35,guilt,gold
35,guilt,innocence
35,guilt,jury
35,guilt,like
35,guilt,like
35,guilt,paint
35,guilt,paint
35,guilt,people
35,guilt,people
35,guilt,person
35,guilt,purple
36,err,being
36,err,better
36,err,british
36,err,careless
36,err,human
36,err,prince
36,err,safe
36,err,side
36,err,throne
36,err,william
36,heir,being
36,heir,better
36,heir,british
36,heir,careless
36,heir,human
36,heir,prince
36,heir,safe
36,heir,side
36,heir,throne
36,heir,william
37,son,boy
37,son,daughter
37,son,evening
37,son,got
37,son,got
37,son,morning
37,son,only
37,son,only
37,son,parrot
37,son,rest
37,son,rest
37,son,rises
37,son,sets
37,sun,boy
37,sun,daughter
37,sun,evening
37,sun,got
37,sun,got
37,sun,morning
37,sun,only
37,sun,only
37,sun,parrot
37,sun,rest
37,sun,rest
37,sun,rises
37,sun,sets
38,c's,cannot
38,c's,cannot
38,c's,choristers
38,c's,even
38,c's,hard
38,c's,high
38,c's,high
38,c's,high
38,c's,high
38,c's,hit
38,c's,hit
38,c's,make
38,c's,make
38,c's,mid-atlantic
38,c's,novice
38,c's,novice
38,c's,pirates
38,c's,ship
38,c's,sing
38,c's,singers
38,c's,singers
38,c's,soprano
38,c's,terrible
38,c's,terrible
38,seas,cannot
38,seas,cannot
38,seas,choristers
38,seas,even
38,seas,hard
38,seas,high
38,seas,high
38,seas,high
38,seas,high
38,seas,hit
38,seas,hit
38,seas,make
38,seas,make
38,seas,mid-atlantic
38,seas,novice
38,seas,novice
38,seas,pirates
38,seas,ship
38,seas,sing
38,seas,singers
38,seas,singers
38,seas,soprano
38,seas,terrible
38,seas,terrible
39,watt,bright
39,watt,bright
39,watt,bulb
39,watt,desk
39,watt,electrician
39,watt,knows
39,watt,knows
39,watt,lamp
39,watt,light
39,watt,optometrist
39,watt,sixty
39,watt,spark
39,watt,spark
39,watt,students
39,watt,teacher
39,watt,told
39,watt,uses
39,watt,what's
39,watt,what's
39,what,bright
39,what,bright
39,what,bulb
39,what,desk
39,what,electrician
39,what,knows
39,what,knows
39,what,lamp
39,what,light
39,what,optometrist
39,what,sixty
39,what,spark
39,what,spark
39,what,students
39,what,teacher
39,what,told
39,what,uses
39,what,what's
39,what,what's
40,raiser,balance
40,raiser,beard
40,raiser,budget
40,raiser,budget
40,raiser,church
40,raiser,fund
40,raiser,fund
40,raiser,fund
40,raiser,girl
40,raiser,local
40,raiser,mayor
40,raiser,mayor
40,raiser,organized
40,raiser,shave
40,raiser,slash
40,raiser,turned
40,raiser,turned
40,raiser,used
40,raiser,wanted
40,raiser,wanted
40,razor,balance
40,razor,beard
40,razor,budget
40,razor,budget
40,razor,church
40,razor,fund
40,razor,fund
40,razor,fund
40,razor,girl
40,razor,local
40,razor,mayor
40,razor,mayor
40,razor,organized
40,razor,shave
40,razor,slash
40,razor,turned
40,razor,turned
40,razor,used
40,razor,wanted
40,razor,wanted
41,knot,boyscouts
41,knot,double
41,knot,easy
41,knot,know
41,knot,let's
41,knot,ropes
41,knot,tie
41,knot,tie
41,not,boyscouts
41,not,double
41,not,easy
41,not,know
41,not,let's
41,not,ropes
41,not,tie
41,not,tie
42,wood,ask
42,wood,ask
42,wood,father
42,wood,get
42,wood,go
42,wood,let
42,wood,not
42,wood,party
42,wood,trees
42,wood,trees
42,would,ask
42,would,ask
42,would,father
42,would,get
42,would,go
42,would,let
42,would,not
42,would,party
42,would,trees
42,would,trees
43,grader,afraid
43,grader,cheddar
43,grader,cheese
43,grader,cheese
43,grader,cheese
43,grader,colby
43,grader,hired
43,grader,jack
43,grader,jr
43,grader,person
43,grader,school
43,grader,score
43,grader,slices
43,grader,tests
43,grater,afraid
43,grater,cheddar
43,grater,cheese
43,grater,cheese
43,grater,cheese
43,grater,colby
43,grater,hired
43,grater,jack
43,grater,jr
43,grater,person
43,grater,school
43,grater,score
43,grater,slices
43,grater,tests
44,eye,answer
44,eye,blind
44,eye,know
44,eye,poked
44,eye,see
44,i,answer
44,i,blind
44,i,know
44,i,poked
44,i,see
45,cell,biology
45,cell,biology
45,cell,car
45,cell,good
45,cell,keep
45,cell,know
45,cell,learned
45,cell,price
45,cell,program
45,cell,whether
45,cell,works
45,sell,biology
45,sell,biology
45,sell,car
45,sell,good
45,sell,keep
45,sell,know
45,sell,learned
45,sell,price
45,sell,program
45,sell,whether
45,sell,works
46,cent,borrow
46,cent,cost
46,cent,even
46,cent,get
46,cent,let
46,cent,not
46,cent,rid
46,cent,smell
46,cent,stingy
46,cent,unpleasant
46,scent,borrow
46,scent,cost
46,scent,even
46,scent,get
46,scent,let
46,scent,not
46,scent,rid
46,scent,smell
46,scent,stingy
46,scent,unpleasant
47,coarse,class
47,coarse,hair
47,coarse,just
47,coarse,liking
47,coarse,rough
47,coarse,school
47,coarse,stick
47,coarse,took
47,coarse,tried
47,coarse,very
47,course,class
47,course,hair
47,course,just
47,course,liking
47,course,rough
47,course,school
47,course,stick
47,course,took
47,course,tried
47,course,very
48,dear,forest
48,dear,friend
48,dear,pet
48,dear,very
48,deer,forest
48,deer,friend
48,deer,pet
48,deer,very
49,be,angry
49,be,hive
49,be,honey
49,be,long
49,be,okay
49,be,steal
49,be,stung
49,be,tried
49,be,want
49,be,worry
49,bee,angry
49,bee,hive
49,bee,honey
49,bee,long
49,bee,okay
49,bee,steal
49,bee,stung
49,bee,tried
49,bee,want
49,bee,worry
50,brake,careful
50,brake,cars
50,brake,fast
50,brake,leg
50,brake,not
50,brake,performance
50,brake,really
50,brake,run
50,brake,slowly
50,break,careful
50,break,cars
50,break,fast
50,break,leg
50,break,not
50,break,performance
50,break,really
50,break,run
50,break,slowly
51,flour,among
51,flour,baking
51,flour,brought
51,flour,chef
51,flour,day
51,flour,different
51,flour,girlfriend
51,flour,growing
51,flour,kinds
51,flour,pastry
51,flour,picked
51,flour,pretty
51,flour,use
51,flour,valentine's
51,flour,weeds
51,flower,among
51,flower,baking
51,flower,brought
51,flower,chef
51,flower,day
51,flower,different
51,flower,girlfriend
51,flower,growing
51,flower,kinds
51,flower,pastry
51,flower,picked
51,flower,pretty
51,flower,use
51,flower,valentine's
51,flower,weeds
52,fair,driver
52,fair,game
52,fair,insisted
52,fair,not
52,fair,paid
52,fair,rules
52,fair,toll
52,fair,wasn't
52,fare,driver
52,fare,game
52,fare,insisted
52,fare,not
52,fare,paid
52,fare,rules
52,fare,toll
52,fare,wasn't
53,heal,bruised
53,heal,foot
53,heal,injured
53,heal,just
53,heal,just
53,heal,takes
53,heal,time
53,heal,walking
53,heal,wounds
53,heel,bruised
53,heel,foot
53,heel,injured
53,heel,just
53,heel,just
53,heel,takes
53,heel,time
53,heel,walking
53,heel,wounds
54,him,back
54,him,church
54,him,john
54,him,like
54,him,likes
54,him,perform
54,him,priest
54,him,sang
54,him,sarah
54,him,song
54,him,wrote
54,hymn,back
54,hymn,church
54,hymn,john
54,hymn,like
54,hymn,likes
54,hymn,perform
54,hymn,priest
54,hymn,sang
54,hymn,sarah
54,hymn,song
54,hymn,wrote
55,knows,almost
55,knows,answered
55,knows,best
55,knows,dictionary
55,knows,mother
55,knows,string
55,knows,word
55,no's,almost
55,no's,answered
55,no's,best
55,no's,dictionary
55,no's,mother
55,no's,string
55,no's,word
56,in,close
56,in,come
56,in,door
56,in,hotel
56,in,made
56,in,room
56,in,sleep
56,in,stayed
56,in,stayed
56,in,sure
56,inn,close
56,inn,come
56,inn,door
56,inn,hotel
56,inn,made
56,inn,room
56,inn,sleep
56,inn,stayed
56,inn,stayed
56,inn,sure
57,idle,celebrity
57,idle,doing
57,idle,famous
57,idle,just
57,idle,looking
57,idle,movie
57,idle,realized
57,idle,sitting
57,idle,spent
57,idle,star
57,idle,time
57,idle,want
57,idol,celebrity
57,idol,doing
57,idol,famous
57,idol,just
57,idol,looking
57,idol,movie
57,idol,realized
57,idol,sitting
57,idol,spent
57,idol,star
57,idol,time
57,idol,want
58,made,cake
58,made,clean
58,made,clean
58,made,hired
58,made,up
58,made,want
58,maid,cake
58,maid,clean
58,maid,clean
58,maid,hired
58,maid,up
58,maid,want
59,none,cared
59,none,church
59,none,kind
59,none,made
59,none,new
59,none,opened
59,none,pious
59,none,sense
59,none,very
59,nun,cared
59,nun,church
59,nun,kind
59,nun,made
59,nun,new
59,nun,opened
59,nun,pious
59,nun,sense
59,nun,very
60,morning,cried
60,morning,died
60,morning,loved
60,morning,shining
60,morning,sun
60,morning,up
60,morning,up
60,morning,woke
60,morning,woke
60,mourning,cried
60,mourning,died
60,mourning,loved
60,mourning,shining
60,mourning,sun
60,mourning,up
60,mourning,up
60,mourning,woke
60,mourning,woke
61,meat,able
61,meat,butcher
61,meat,finally
61,meat,glad
61,meat,like
61,meat,pals
61,meat,pen
61,meat,vegetarians
61,meat,very
61,meet,able
61,meet,butcher
61,meet,finally
61,meet,glad
61,meet,like
61,meet,pals
61,meet,pen
61,meet,vegetarians
61,meet,very
62,real,believe
62,real,caught
62,real,counterfeit
62,real,diamond
62,real,fish
62,real,fisherman
62,real,good
62,real,just
62,real,need
62,real,not
62,real,think
62,real,very
62,reel,believe
62,reel,caught
62,reel,counterfeit
62,reel,diamond
62,reel,fish
62,reel,fisherman
62,reel,good
62,reel,just
62,reel,need
62,reel,not
62,reel,think
62,reel,very
63,pair,apples
63,pair,ate
63,pair,brave
63,pair,enough
63,pair,farmer
63,pair,fruit
63,pair,grow
63,pair,matching
63,pair,socks
63,pear,apples
63,pear,ate
63,pear,brave
