uniqueID,sentenceType,ob_homophone,c1,c2,maxKL
235,pun,razor, slash , budget;fund;mayor;turned;wanted ,16.8729070994
235,pun,knot, boyscouts;ropes;tie , know ,774.514168086
235,pun,wood, trees , ask;ask ,31.1944143286
235,pun,grader, cheddar;cheese;colby , afraid;jack;jr;person;school ,208.729464422
235,pun,eye, blind;see , blind ,48.7746465752
235,pun,cell, biology , keep;know;program;whether ,23.7534978232
235,pun,scent, smell , cost;get;rid ,29.3988098568
235,pun,course, class;rough , just;liking;stick;tried ,32.8328972431
235,pun,deer, pet , very ,1.79152193899
235,pun,bee, hive , long;want ,23.4810033851
235,pun,brake, careful;fast;run , not;really ,14.5334775014
235,pun,flour, chef;pastry , brought;day;girlfriend;valentine's ,139.78550064
235,pun,fare, driver;toll , insisted;wasn't ,38.7988485972
235,pun,heel, foot;injured , just ,29.1059289465
235,pun,hymn, perform;priest;song;wrote , wrote ,218.216912871
235,pun,no's, mother , best ,0.474595848285
235,pun,inn, hotel;sleep;stayed , made;sure ,306.371731897
235,pun,idol, celebrity;want , looking;realized;spent;time ,21.6379953106
235,pun,maid, clean , up;want ,10.2468294424
235,pun,nun, cared;church , new;opened ,17.6290251838
235,pun,mourning, up;woke , cried ,38.0720535295
235,pun,meat, butcher , glad;very ,20.7877941135
235,pun,reel, caught;fisherman , believe;think ,14.217541437
235,pun,pear, farmer;fruit;grow , brave;enough ,146.278552477
235,pun,pray, birds;birds , parish ,15.1182933569
235,pun,root, farm;tree , better;different;make;take;want;way ,45.0228652935
235,depunned,prophet, non;organization , nationalism ,17.2729031947
235,depunned,pi, large;waistline , get ,1.7805542773
235,depunned,knead, cake;recipes , basis;know;mothers;trade ,10.4088361205
235,depunned,oar, choose;either;indecisive;not , customer ,237.877318488
235,depunned,tiers, emotional;wedding , even;mother-in-law ,56.4668071004
235,depunned,poll, conduct;decided;gallup , country;new ,29.2836203312
235,depunned,bored, chairman;executive , galas ,119.159444977
235,depunned,greece, dolmas , know;made ,3.71219850075
235,depunned,sine, tests , above;biology;hoping;prayed;tests ,2.45406385897
235,depunned,principal, church;disliked;just , john;not ,10.3708818087
235,depunned,cd, stores , grocery;part;town ,6.19616007862
235,depunned,hare, pulled , got;mad;out;professor ,6.65664028549
235,depunned,knotty, admonished;boy;young , apparently;father ,3.70320875438
235,depunned,taut, learn;skateboard;tricks , skateboard ,17.6115108829
235,depunned,marx, class , dropped;lousy;math;out ,7.71423364664
235,depunned,hi, risks , boy;instinctively;natural;takes ,4.70046764291
235,depunned,daze, school;time;tough , end;having;longs;teacher ,38.2883898003
235,depunned,prose, cons , bankers;jail ,11.0117439818
235,depunned,plane, fancy;food , driving;eat;expect;not ,5.36072800574
235,depunned,dam, horror , best;ever;movie;movie;night;saw;seen ,8.26827669863
235,depunned,hertz, slow , horse;slow ,0.865991047869
235,depunned,role, directors;movie , great ,56.6094949565
235,depunned,collar, id;man;pocket;shirt , name;put ,52.2682401445
235,depunned,steal, bodybuilders , bodybuilders;muscles ,0.420991482755
235,depunned,dye, wrinkle , actress;saw;thought;wrinkle ,2.51008570341
235,depunned,waist, cardboard;paper , fort ,8.73570515044
235,depunned,feet, fourteen;pants;size , able;being;fit;quite ,9.14764482103
235,depunned,aloud, say , intern;not;wanted ,12.8843754329
235,depunned,pail, carry , burdens;feeling;start;those ,9.74939543235
235,depunned,manor, family;manor , anchor;man's;speaking ,68.969725755
235,depunned,cache, chips;poker;tournament , competitor;ended;online;suddenly ,73.8841295389
235,depunned,reign, autumn;britain;wet , long;place ,95.3677161677
235,depunned,thyme, gardeners;tomato , extra;get;work ,22.6823065297
235,depunned,pore, bad;excuse , say;say;teeth ,6.65847828146
235,depunned,gilt, complex;people , like;paint;purple ,8.60385246787
235,depunned,heir, careless , careless ,0.0
235,depunned,son, only , got;only;parrot;rest ,2.90953483967
235,depunned,c's, high;terrible , cannot;choristers;hit;make;novice;singers ,21.7084221237
235,depunned,watt, knows;what's , bright;optometrist;spark ,30.1540672816
235,depunned,razor, fund , balance;budget;mayor;turned;wanted ,7.50802689088
235,nonpun,prophet, biblical;daniel;dreams;interpreting;known , known ,201.906961686
235,nonpun,pi, decimal;number , places;recite;ten;up ,293.890823137
235,nonpun,knead, bakers;bread;dough;flour;make;together , milk ,17615.1416774
235,nonpun,oar, dipped;fisherman;river , dipped ,75.7534379378
235,nonpun,tiers, boxes;stacked , warehouse ,6.57315688483
235,nonpun,poll, candidates;conducted;political;pollsters;popularity , conducted ,4226.0443322
235,nonpun,bored, alone;man;tears;time , old ,3.77701066609
235,nonpun,greece, country;europe;southern , portion ,112.591157725
235,nonpun,sine, angle;function;function;mathematics , angle ,257.851326455
235,nonpun,principal, high;school , local;ms;wu ,32.9856457738
235,nonpun,cd, bought;classical;music;new , new ,64.4947708727
235,nonpun,hare, fields;ran;rapidly , rapidly ,3.12893023221
235,nonpun,knotty, cabin , cabin;made;pine ,1.40797001079
235,nonpun,taut, clothesline;hangs , between;poles ,3.1227961368
235,nonpun,marx, german;karl;philosopher , german ,146.728593718
235,nonpun,hi, say;waved , say ,20.8173201918
235,nonpun,daze, bad;news , learning ,2.1846462694
235,nonpun,prose, essays;novels;written , essays ,107.516290486
235,nonpun,plane, airport;landed , landed ,26.9544145325
235,nonpun,dam, beaver;building;logs;sticks , sticks ,170.99777061
235,nonpun,hertz, computer;mega;processing;speed , thirty-three ,47.495060646
235,nonpun,role, leading;plays;show;television , show ,47.2028141594
235,nonpun,collar, dog;walking , puts ,35.4932550238
235,nonpun,steal, wanted , boy;candy;decided;friend's;not ,4.85731005667
235,nonpun,dye, hair , like;not;people ,14.7923431936
235,nonpun,waist, belt;small;tiny , look ,68.4165491314
235,nonpun,feet, hurting;shoes , new;these ,24.1526073346
235,nonpun,aloud, poem;read , class;student ,6.60416509872
235,nonpun,pail, clean;filled;water , floor;worker ,37.5108477889
235,nonpun,manor, huge;live;people;wealthy , those ,71.93031518
235,nonpun,cache, database;pages;stored;web , copies ,32.7974437717
235,nonpun,reign, ended;heir;king's , took ,54.1739465255
235,nonpun,thyme, chicken;flavored;meals;sauce , creamy;favorite ,63.0945955935
235,nonpun,pore, opening;skin;small;surface , very ,346.886942186
235,nonpun,gilt, frame , covered ,0.957732577115
235,nonpun,heir, british;prince;throne;william , william ,358.535796892
235,nonpun,son, daughter , daughter ,0.0
235,nonpun,c's, high , even;hard;sing;soprano ,8.98514156668
235,nonpun,watt, bulb;lamp;light;sixty , desk;uses ,2933.42129648
235,nonpun,razor, beard;shave;used , used ,149.854329457
235,nonpun,knot, double;tie , easy ,38.7472641745
235,nonpun,wood, trees , get ,21.3877541054
235,nonpun,grader, score;tests , hired ,42.7103767396
235,nonpun,eye, poked , poked ,0.0
235,nonpun,cell, biology , learned;works ,16.6049684234
235,nonpun,scent, unpleasant , unpleasant ,0.0
235,nonpun,course, school;took , took ,13.9872033105
235,nonpun,deer, forest , forest ,0.0
235,nonpun,bee, angry;honey;stung , steal;tried ,247.766221807
235,nonpun,brake, cars;slowly , slowly ,25.0648030169
235,nonpun,flour, baking , different;kinds;use ,8.72520572571
235,nonpun,fare, paid , paid ,0.0
235,nonpun,heel, bruised;walking , bruised ,12.212101328
235,nonpun,hymn, church;sang , sang ,44.255950487
235,nonpun,no's, answered , string ,8.78899396036
235,nonpun,inn, stayed , stayed ,0.0
235,nonpun,idol, famous;movie;star , movie ,213.263285374
235,nonpun,maid, clean;hired , hired ,15.2921661897
235,nonpun,nun, kind;pious , very ,11.2995310116
235,nonpun,mourning, died;loved , loved ,17.0908955007
235,nonpun,meat, vegetarians , like ,1.46274836622
235,nonpun,reel, fish , need ,12.3211465183
235,nonpun,pear, apples;ate , ate ,14.3858773241
235,nonpun,pray, bed;christians , customary ,19.6881150132
235,nonpun,root, tree's , tripped ,10.3551212609
235,nonpun,profit, business;dollars;made;million;year , year ,3369.15127185
235,nonpun,pie, apple;dessert , like ,111.47150462
235,nonpun,need, company , company;computer;programmers ,1.08862650223
235,nonpun,or, car , car;care;problems;take ,2.33022882701
235,nonpun,tears, cheeks;movie;sad , ran;watched ,121.835915485
235,nonpun,pole, flag;up , raised ,12.6147269377
235,nonpun,board, company's;directors;meeting , company's ,83.7675287269
235,nonpun,grease, plate , plate ,0.0
235,nonpun,sign, boutique;says;store , clothes ,26.8602022354
235,nonpun,principle, believe;physics , believe ,3.66815413529
235,nonpun,seedy, bar;drunken;unwashed , full;people ,4.59903358651
235,nonpun,hair, heads;lots;people , lots ,62.5308736593
235,nonpun,naughty, boy;child , boy ,0.535233276958
235,nonpun,taught, college;mathematics;students , college ,83.7345995796
235,nonpun,marks, high;high;school , got ,33.7775117125
235,nonpun,high, feet;statue;ten , ten ,2.38034399197
235,nonpun,days, seven;week , seven ,30.4625429052
235,nonpun,pros, cons , networking;sites;social ,12.5805396425
235,nonpun,plain, beautiful , felt;sister ,3.47668195772
235,nonpun,damn, give , give;not;say ,1.74081424226
235,nonpun,hurts, fell;leg , leg ,5.18214217151
235,nonpun,roll, make , bought;dress;make;silk ,1.90154275039
235,nonpun,caller, bank;phone , bank ,15.6116038972
235,nonpun,steel, made;ship;wood , wood ,3.02203307907
235,nonpun,die, attack;heart;scared , very ,35.9721861584
235,nonpun,waste, time , dealing ,2.90832554781
235,nonpun,feat, exam , exam;passing;real;studying ,2.19901141366
235,nonpun,allowed, use , car;family;son ,2.57061679011
235,nonpun,pale, looks;sick , looks ,6.18146087591
235,nonpun,manner, food , party ,0.734410235855
235,nonpun,cash, bought;chips;stocks;ten , years ,243.673342133
235,nonpun,rain, city;fell , night ,2.7708937644
235,nonpun,time, lunch;meeting , meeting ,5.79752725525
235,nonpun,poor, afford;buy;cannot;family , food ,4.33651414706
235,nonpun,guilt, accused;innocence;jury;person , decides ,146.536077048
235,nonpun,err, safe , being;better;safe;side ,2.34328525757
235,nonpun,sun, evening;morning;rises;sets , evening ,586.910213245
235,nonpun,seas, high;mid-atlantic;ship , high ,148.286993079
235,nonpun,what, told , students;teacher;told ,1.44128395779
235,nonpun,raiser, fund , church;girl;local;organized ,6.3393067413
235,nonpun,not, let's , let's ,0.0
235,nonpun,would, let;not , father;go;party ,3.32980025014
235,nonpun,grater, cheese;cheese;slices , slices ,175.771256914
235,nonpun,i, know , answer;know ,0.792626675645
235,nonpun,sell, car;good;price , good ,42.8446555634
235,nonpun,cent, borrow;stingy , even;let;not ,11.522946381
235,nonpun,coarse, hair , very ,2.15790401872
235,nonpun,dear, friend , friend ,0.0
235,nonpun,be, worry , okay;worry ,0.694080082838
235,nonpun,break, leg;performance , performance ,4.06287307513
235,nonpun,flower, growing;picked;pretty;weeds , among ,1068.1788492
235,nonpun,fair, game;not;rules , not ,17.3577199423
235,nonpun,heal, time;wounds , just;takes ,33.5924746193
235,nonpun,him, john , back;like;likes;sarah ,5.38899584496
235,nonpun,knows, dictionary;word , almost ,1.87453722016
235,nonpun,in, door;room , close;come ,17.4961547021
235,nonpun,idle, sitting , doing;just ,4.88069166591
235,nonpun,made, cake , cake ,0.0
235,nonpun,none, sense , made;sense ,0.929733392091
235,nonpun,morning, shining;sun;up;woke , shining ,681.377011046
235,nonpun,meet, able;finally;pals , pen ,3.8650599881
235,nonpun,real, counterfeit;diamond;just;very , good;not ,21.7850231578
235,nonpun,pair, matching;socks , socks ,62.1917920797
235,nonpun,prey, eagle's;easily;mouse , easily ,24.7687203031
235,nonpun,route, faster;home;take;way , home ,47.7082377074
