sentenecID,sentenceType,c1,c2,maxKL
75,depunned, church;disliked;just , john;not ,0.000298870477148
76,depunned, stores , grocery;part;town ,0.00192348946408
77,depunned, pulled , got;mad;out;professor ,0.000568236445643
78,depunned, admonished;boy;young , apparently;father ,4.26979398707e-05
79,depunned, learn;skateboard;tricks , skateboard ,0.00047471723913
80,depunned, class;math , dropped;lousy;out ,0.000142037920269
81,depunned, risks , boy;instinctively;natural;takes ,0.00206992821074
82,depunned, school;time;tough , end;having;longs;teacher ,0.0190724252336
83,depunned, bankers;cons , jail ,0.000152501947324
84,depunned, fancy;food , driving;eat;expect;not ,0.000199439984997
85,depunned, horror , best;ever;movie;movie;night;saw;seen ,0.000144755486743
86,depunned, slow , horse;slow ,3.11107867527e-06
87,depunned, directors;movie , great ,0.00673835398348
88,depunned, id;man;pocket;shirt , name;put ,0.000649101965456
89,depunned, bodybuilders , muscles ,4.05047109612e-05
90,depunned, wrinkle , actress;saw;thought;wrinkle ,0.000103181207981
91,depunned, cardboard;paper , fort ,0.000606783622794
92,depunned, fourteen;pants;size , able;being;fit;quite ,0.00088203894176
93,depunned, say;wanted , intern;not ,0.000120433254972
94,depunned, carry , burdens;feeling;start;those ,2.45100880336e-05
95,depunned, family;manor , anchor;man's;speaking ,0.000807131755579
96,depunned, online , chips;competitor;ended;poker;suddenly;tournament ,0.000277189181749
97,depunned, autumn;britain;wet , long;place ,0.00421214002139
98,depunned, extra;work , gardeners;get;tomato ,0.014531125175
99,depunned, bad;excuse , say;say;teeth ,0.000520219526836
100,depunned, complex;people , like;paint;purple ,5.08008185818e-05
101,depunned, careless , careless ,0.0
102,depunned, only , got;only;parrot;rest ,0.000369243193045
103,depunned, high;terrible , cannot;choristers;hit;make;novice;singers ,0.000205912800735
104,depunned, knows;what's , bright;optometrist;spark ,0.0415709719416
105,depunned, fund , balance;budget;mayor;turned;wanted ,1.56197812746e-05
106,nonpun, biblical;daniel;dreams;interpreting;known , known ,0.0017782173363
107,nonpun, decimal;number , places;recite;ten;up ,0.00598811470243
108,nonpun, bakers;bread;dough;flour;make;together , milk ,0.00681061556034
109,nonpun, river , dipped;fisherman;river ,0.00349213828913
110,nonpun, stacked , boxes;warehouse ,1.18621956831e-05
111,nonpun, candidates;conducted;political;pollsters;popularity , conducted ,0.165241789184
112,nonpun, alone , alone;man;old;tears;time ,0.000524468142753
113,nonpun, country;europe;southern , portion ,0.00399236226761
114,nonpun, angle;function;function;mathematics , angle ,0.00451119484834
115,nonpun, high;school , local;ms;wu ,0.00136889995252
116,nonpun, bought;classical;music;new , new ,0.0205148052841
117,nonpun, ran , fields;ran;rapidly ,6.6767414667e-05
118,nonpun, cabin , cabin;made;pine ,9.66469565203e-06
119,nonpun, clothesline , between;clothesline;hangs;poles ,3.12028847777e-05
120,nonpun, german;karl;philosopher , german ,0.000739649856107
121,nonpun, say;waved , say ,0.00230053928299
122,nonpun, bad;news , learning ,0.00112256518757
123,nonpun, essays;novels;written , essays ,0.000550516132311
124,nonpun, airport;landed , landed ,0.000796023524293
125,nonpun, beaver;building;logs;sticks , sticks ,0.00261580560399
126,nonpun, computer;mega;processing;speed , thirty-three ,0.000137870912548
127,nonpun, leading;plays;show;television , show ,0.00578461207381
128,nonpun, dog;walking , puts ,0.000444510930871
129,nonpun, wanted , boy;candy;decided;friend's;not;wanted ,0.000168604693512
130,nonpun, people , hair;like;not ,0.000906436429581
131,nonpun, belt;small;tiny , look ,0.000559570690177
132,nonpun, hurting;shoes , new;these ,0.00229295013154
133,nonpun, class , class;poem;read;student ,9.22671221944e-05
134,nonpun, clean;filled;water , floor;worker ,3.56953398637e-05
135,nonpun, huge;live;people;wealthy , those ,0.000855787358375
136,nonpun, database;pages;stored;web , copies ,0.000708103065025
137,nonpun, ended;heir;king's , ended;took ,0.000310448760829
138,nonpun, meals , chicken;creamy;favorite;flavored;sauce ,0.00923095957459
139,nonpun, opening;skin;small;surface , very ,0.000712840115583
140,nonpun, frame , covered ,3.57899355023e-06
141,nonpun, british;prince;throne;william , william ,0.00080230716023
142,nonpun, daughter , daughter ,0.0
143,nonpun, high , even;hard;sing;soprano ,9.4903600097e-05
144,nonpun, bulb;lamp;light;sixty , desk;uses ,0.039148445216
145,nonpun, beard;shave;used , used ,0.000864054060704
146,nonpun, easy , double;easy;tie ,0.00635280941731
147,nonpun, trees , get ,0.00168678518741
148,nonpun, score;tests , hired ,6.46866643305e-05
149,nonpun, poked , poked ,0.0
150,nonpun, biology , learned;works ,0.00311107908029
151,nonpun, unpleasant , unpleasant ,0.0
152,nonpun, school;took , took ,0.00416636317958
153,nonpun, forest , forest ,0.0
154,nonpun, angry , honey;steal;stung;tried ,0.00921514393097
155,nonpun, cars;slowly , slowly ,0.000390135786806
156,nonpun, kinds , baking;different;use ,0.000153908819667
157,nonpun, paid , paid ,0.0
158,nonpun, bruised;walking , bruised ,0.000110139851833
159,nonpun, church , sang ,0.000446960980374
160,nonpun, answered , string ,0.000302948201076
161,nonpun, stayed , stayed ,0.0
162,nonpun, famous;movie;star , movie ,0.00197254059288
163,nonpun, hired , clean;hired ,5.811135256e-05
164,nonpun, pious , kind;pious;very ,0.000106997019277
165,nonpun, loved , died;loved ,2.80078716377e-05
166,nonpun, like , vegetarians ,9.50620062883e-05
167,nonpun, need , fish;need ,0.00014149651767
168,nonpun, apples;ate , ate ,0.000102276121063
169,nonpun, bed;christians , customary ,0.00028108532302
170,nonpun, tree's , tripped ,0.00071798165037
171,nonpun, business;dollars;made;million;year , year ,0.194749966434
172,nonpun, apple;dessert , like ,0.00179382450401
173,nonpun, company , computer;programmers ,0.000283211433401
174,nonpun, car , car;care;problems;take ,0.00484064682815
175,nonpun, cheeks;movie;sad , ran;watched ,0.0018771506115
176,nonpun, flag;up , raised ,0.000206540379593
177,nonpun, company's;directors;meeting , company's ,0.0295877137736
178,nonpun, plate , plate ,0.0
179,nonpun, boutique;says;store , clothes ,0.0108776623004
180,nonpun, believe;physics , believe ,0.000116438998539
181,nonpun, full , bar;drunken;full;people;unwashed ,0.000770819985496
182,nonpun, heads;lots;people , lots ,0.00625765944667
183,nonpun, boy;child , boy ,8.2140874634e-06
184,nonpun, college;mathematics;students , college ,0.0022404132168
185,nonpun, high;high;school , got ,0.00111305458379
186,nonpun, feet;statue;ten , ten ,0.00146102650562
187,nonpun, seven;week , seven ,0.0155241734113
188,nonpun, cons , networking;sites;social ,0.000171600913604
189,nonpun, beautiful , felt;sister ,0.000126296698161
190,nonpun, give , give;not;say ,2.8616873918e-05
191,nonpun, fell;leg , leg ,2.57746726639e-05
192,nonpun, dress , bought;dress;make;silk ,0.000165658003519
193,nonpun, bank;phone , bank ,0.000124278700884
194,nonpun, made;ship;wood , wood ,0.000272099980429
195,nonpun, attack;heart;scared , very ,0.00280816579723
196,nonpun, time , dealing ,0.000191861911561
197,nonpun, exam , exam;passing;real;studying ,0.000117045064761
198,nonpun, use , car;family;son ,0.00015974002207
199,nonpun, looks;sick , looks ,5.50682856517e-05
200,nonpun, food , party ,2.51653894431e-05
201,nonpun, bought;chips;stocks;ten , years ,0.000132737567264
202,nonpun, city;fell , night ,9.6400556543e-05
203,nonpun, lunch;meeting , meeting ,0.00891683210726
204,nonpun, afford;buy;cannot;family , food ,0.000357826695413
205,nonpun, accused;innocence;jury;person , decides ,0.000882837676093
206,nonpun, safe , being;better;safe;side ,1.13572826534e-05
207,nonpun, evening;morning;rises;sets , evening ,0.118255327937
208,nonpun, high;mid-atlantic;ship , high ,0.00129775788446
209,nonpun, told , students;teacher;told ,0.00108439230162
210,nonpun, girl , church;fund;girl;local;organized ,1.5698035806e-05
211,nonpun, let's , let's ,0.0
212,nonpun, let;not , father;go;party ,0.00302798005657
213,nonpun, cheese;cheese;slices , slices ,6.28853915875e-05
214,nonpun, know , answer ,0.00301549271617
215,nonpun, car;good;price , good ,0.00981116797345
216,nonpun, borrow;stingy , even;let;not ,0.000575929054339
217,nonpun, hair , very ,0.000171794242204
218,nonpun, friend , friend ,0.0
219,nonpun, okay , okay;worry ,0.00137831199592
220,nonpun, leg;performance , performance ,0.000361809514938
221,nonpun, growing;picked;pretty;weeds , among ,0.103628841815
222,nonpun, game;not;rules , not ,0.00144006963851
223,nonpun, time;wounds , just;takes ,0.000210924331618
224,nonpun, john , back;like;likes;sarah ,0.00120164754833
225,nonpun, dictionary;word , almost ,7.97882715048e-05
226,nonpun, close;come;door;room , room ,0.227540964378
227,nonpun, sitting , doing;just ,4.74267858842e-05
228,nonpun, cake , cake ,0.0
229,nonpun, sense , made;sense ,6.76330656944e-05
230,nonpun, shining;sun;up;woke , shining ,0.0605271882205
231,nonpun, able;finally;pals , pen ,0.00062059882404
232,nonpun, counterfeit;diamond;just;very , good;not ,0.0108277754602
233,nonpun, matching;socks , socks ,0.00269938028983
234,nonpun, eagle's;easily;mouse , easily ,0.000140175667775
235,nonpun, faster;home;take;way , home ,0.00249012159466
