sentenecID,sentenceType,c1,c2,maxKL
89,depunned, bodybuilders , muscles ,1.9847308371e-05
90,depunned, wrinkle , actress;thought ,2.43548777751e-05
91,depunned, cardboard;paper , fort ,0.000208126782618
92,depunned, fourteen;size , being ,0.000166086774385
93,depunned, say , intern;not ,3.7066653605e-05
94,depunned, carry , start;those ,5.11478539962e-06
95,depunned, family;manor , anchor ,0.000229516183947
96,depunned, online , chips ,5.40940785449e-05
97,depunned, autumn;wet , long ,0.00128732885046
98,depunned, extra;work , tomato ,0.00351780930327
99,depunned, bad;excuse , say ,0.000129922389036
100,depunned, complex;people , paint;purple ,9.73776744623e-06
101,depunned, careless , careless ,0.0
102,depunned, only , got;parrot;rest ,7.34676022913e-05
103,depunned, high , cannot;hit ,2.95589347754e-05
104,depunned, what's , optometrist ,0.00944530511523
105,depunned, fund , mayor;turned ,2.85431915228e-06
106,nonpun, biblical;daniel;dreams;interpreting , known ,0.000233576580265
107,nonpun, decimal;number , up ,0.00181531111912
108,nonpun, bakers;bread;dough;flour;make;together , milk ,0.000560883477041
109,nonpun, river , dipped;fisherman;river ,0.000838462403219
110,nonpun, stacked , boxes;warehouse ,4.0687331193e-06
111,nonpun, candidates;conducted;political;pollsters;popularity , conducted ,0.0194405312557
112,nonpun, alone , man;tears;time ,8.58942359489e-05
113,nonpun, country;europe , portion ,0.00107123229629
114,nonpun, function;function;mathematics , angle ,0.000992146790965
115,nonpun, school , wu ,0.000521532153446
116,nonpun, bought;classical;music , new ,0.00377213404622
117,nonpun, ran , fields;ran;rapidly ,1.60308562615e-05
118,nonpun, cabin , cabin;made;pine ,2.32049342605e-06
119,nonpun, clothesline , between;hangs;poles ,5.60914435021e-06
120,nonpun, german;karl;philosopher , german ,0.000177589930451
121,nonpun, say;waved , say ,0.000789084974064
122,nonpun, bad;news , learning ,0.000385039859337
123,nonpun, essays;novels;written , essays ,0.000132178923368
124,nonpun, airport;landed , landed ,0.000273036068832
125,nonpun, beaver;building;logs;sticks , sticks ,0.000439638447862
126,nonpun, computer;mega;processing , thirty-three ,2.60009704208e-05
127,nonpun, leading;plays;show;television , show ,0.000972219751245
128,nonpun, dog;walking , puts ,0.000152467249289
129,nonpun, wanted , candy;decided;not ,2.05391597044e-05
130,nonpun, people , hair ,0.000300062225636
131,nonpun, belt;small;tiny , look ,0.000134352922711
132,nonpun, hurting;shoes , new ,0.000702161090728
133,nonpun, class , poem;student ,2.20041530962e-05
134,nonpun, clean;filled;water , worker ,7.79857834818e-06
135,nonpun, huge;live;wealthy , those ,0.000198843451686
136,nonpun, database;stored;web , copies ,0.000140211003998
137,nonpun, heir;king's , took ,0.000105051032647
138,nonpun, meals , chicken;creamy ,0.00181192437742
139,nonpun, opening;skin;small;surface , very ,0.000119807038226
140,nonpun, frame , covered ,1.75370683961e-06
141,nonpun, british;prince;throne;william , william ,0.00013484376442
142,nonpun, daughter , daughter ,0.0
143,nonpun, high , soprano ,2.46815775328e-05
144,nonpun, bulb;lamp;light;sixty , desk ,0.00627459701585
145,nonpun, beard;shave;used , used ,0.000207459379975
146,nonpun, easy , double;tie ,0.00203522775195
147,nonpun, trees , get ,0.000826524741832
148,nonpun, score;tests , hired ,2.21875258654e-05
149,nonpun, poked , poked ,0.0
150,nonpun, biology , learned ,0.00139651598454
151,nonpun, unpleasant , unpleasant ,0.0
152,nonpun, school;took , took ,0.0014290625706
153,nonpun, forest , forest ,0.0
154,nonpun, angry , steal;stung ,0.00196714014134
155,nonpun, cars;slowly , slowly ,0.000133816574875
156,nonpun, kinds , baking;different ,3.83416119835e-05
157,nonpun, paid , paid ,0.0
158,nonpun, bruised;walking , bruised ,3.77779691786e-05
159,nonpun, church , sang ,0.000219010880383
160,nonpun, answered , string ,0.000148444618527
161,nonpun, stayed , stayed ,0.0
162,nonpun, famous;movie;star , movie ,0.00047360699635
163,nonpun, hired , clean;hired ,1.99321939281e-05
164,nonpun, pious , kind;pious;very ,2.56899843285e-05
165,nonpun, loved , died;loved ,9.60669997175e-06
166,nonpun, like , vegetarians ,4.65803830813e-05
167,nonpun, need , fish;need ,4.85333055609e-05
168,nonpun, apples;ate , ate ,3.50807095246e-05
169,nonpun, bed;christians , customary ,9.6412265796e-05
170,nonpun, tree's , tripped ,0.000351811008681
171,nonpun, business;dollars;made;million;year , year ,0.022912138801
172,nonpun, apple;dessert , like ,0.000615281804877
173,nonpun, company , computer;programmers ,9.71415216566e-05
174,nonpun, car , car;care;problems;take ,0.000813567512408
175,nonpun, cheeks;movie;sad , ran ,0.000446907752848
176,nonpun, flag , raised ,8.65762999944e-05
177,nonpun, company's;directors;meeting , company's ,0.00710401007703
178,nonpun, plate , plate ,0.0
179,nonpun, boutique;says;store , clothes ,0.00261172671834
180,nonpun, believe;physics , believe ,3.99385764987e-05
181,nonpun, full , bar;drunken;unwashed ,0.000152378144145
182,nonpun, heads;people , lots ,0.00210015949388
183,nonpun, boy;child , boy ,2.81743199995e-06
184,nonpun, college;mathematics;students , college ,0.000537923213354
185,nonpun, high;high;school , got ,0.000267244405568
186,nonpun, feet;statue , ten ,0.000393331309626
187,nonpun, seven;week , seven ,0.00532479148008
188,nonpun, cons , sites ,6.59191008324e-05
189,nonpun, beautiful , felt;sister ,4.33197674694e-05
190,nonpun, give , not;say ,8.22158500972e-06
191,nonpun, fell , leg ,1.01446746978e-05
192,nonpun, dress , bought;silk ,4.2071859086e-05
193,nonpun, bank;phone , bank ,4.26275944031e-05
194,nonpun, made;ship , wood ,7.60176010419e-05
195,nonpun, attack;heart;scared , very ,0.000674240607914
196,nonpun, time , dealing ,9.40123366651e-05
197,nonpun, exam , real;studying ,3.0367893801e-05
198,nonpun, use , car ,4.56520155365e-05
199,nonpun, looks;sick , looks ,1.88884219785e-05
200,nonpun, food , party ,1.23310408271e-05
201,nonpun, bought;chips;stocks;ten , years ,2.230920293e-05
202,nonpun, fell , night ,3.96130679371e-05
203,nonpun, lunch;meeting , meeting ,0.00305847341279
204,nonpun, afford;family , food ,0.000101230692563
205,nonpun, accused;innocence;jury;person , decides ,0.000148378528221
206,nonpun, safe , being;better;side ,2.34737517354e-06
207,nonpun, evening;morning;rises;sets , evening ,0.0198751729663
208,nonpun, high;mid-atlantic;ship , high ,0.000311591668059
209,nonpun, told , students;teacher ,0.000299190153212
210,nonpun, girl , church;fund;local ,2.82437970729e-06
211,nonpun, let's , let's ,0.0
212,nonpun, let;not , father ,0.000599305526936
213,nonpun, cheese;cheese;slices , slices ,1.50987825202e-05
214,nonpun, know , answer ,0.00147759143092
215,nonpun, car;good;price , good ,0.00235566143043
216,nonpun, borrow;stingy , let ,0.000128057744735
217,nonpun, hair , very ,8.41791786799e-05
218,nonpun, friend , friend ,0.0
219,nonpun, okay , okay;worry ,0.000472761014599
220,nonpun, leg , performance ,0.000133724694651
221,nonpun, growing;picked;pretty;weeds , among ,0.0174168994438
222,nonpun, game;not;rules , not ,0.000345760720207
223,nonpun, time;wounds , just ,6.09984404003e-05
224,nonpun, john , likes;sarah ,0.000272969503056
225,nonpun, dictionary , almost ,3.14633564514e-05
226,nonpun, close;come;door , room ,0.0496584796089
227,nonpun, sitting , just ,2.11331183412e-05
228,nonpun, cake , cake ,0.0
229,nonpun, sense , made ,2.87188539342e-05
230,nonpun, shining;sun;up;woke , shining ,0.0101728045242
231,nonpun, able;pals , pen ,0.000167713372989
232,nonpun, counterfeit;diamond;just , not ,0.00193077635249
233,nonpun, matching;socks , socks ,0.000925887439413
234,nonpun, eagle's;mouse , easily ,4.50580106784e-05
235,nonpun, faster;home;take;way , home ,0.000418514736414
