pairID,uniqueID,sentenceID,homophoneVersion,homophoneID,sentenceType,wordPairVersion,m1,word,m1_relatedness,m2_relatedness,unigram,m1_trigram,m2_trigram
949,174,174,a,14,nonpun,m1,caesars,behaves,-0.658463959,-0.125586623,1.90E-06,4.78E-07,4.78E-07
950,174,174,a,14,nonpun,m1,caesars,like,-0.65762522,-0.234096966,0.001186943,0.124745,0.124745
952,174,174,a,14,nonpun,m1,caesars,employees,-0.358285341,0.708169641,4.66E-05,0.00017719,0.00017719
953,175,175,a,15,nonpun,m1,launch,space,1.238600321,-0.512879257,0.000100093,0.000188177,0.000188177
954,175,175,a,15,nonpun,m1,launch,took,-0.28830687,-0.50127434,0.000300384,0.00152249,9.76E-05
955,175,175,a,15,nonpun,m1,launch,place,-0.377863696,0.37625113,0.000385356,0.325736,0.066037
956,175,175,a,15,nonpun,m1,launch,morning,-0.536185487,-0.278019625,0.000160808,0.0313325,0.0313325
957,176,176,a,16,nonpun,m1,bloom,apple,0.481062549,-0.294832558,2.08E-05,1.00E-05,1.00E-05
958,176,176,a,16,nonpun,m1,bloom,tree,1.512972857,-0.115634231,4.97E-05,0.0411237,0.0411237
959,176,176,a,16,nonpun,m1,bloom,week,-0.029711948,-0.544280841,0.000254325,0.0694587,0.0694587
960,177,177,a,17,nonpun,m1,flea,dog,1.261754742,0.446357525,6.33E-05,0.000370699,0.000370699
961,177,177,a,17,nonpun,m1,flea,fleas,1.665634019,-0.750093092,1.15E-06,1.56E-06,1.66E-07
962,178,178,a,18,nonpun,m1,fillings,dentist,1.319173899,0.611846549,4.45E-06,0.000118969,0.000118969
963,178,178,a,18,nonpun,m1,fillings,replaced,0.570798739,0.106002305,4.49E-05,1.09E-05,1.09E-05
964,178,178,a,18,nonpun,m1,fillings,lost,-0.687580615,0.70021844,0.000151557,0.00291441,0.00291441
965,179,179,a,19,nonpun,m1,salivation,dog's,0.111527616,-0.528703386,3.25E-08,3.49E-05,3.49E-05
966,179,179,a,19,nonpun,m1,salivation,carpet,-0.944135686,-0.501635297,1.84E-05,0.000813689,0.000813689
967,180,180,a,20,nonpun,m1,orifice,mouth,1.808173017,-0.651667224,7.10E-05,4.91E-05,4.91E-05
968,181,181,a,21,nonpun,m1,braille,reads,1.246090659,-0.613538942,7.94E-06,8.24E-05,8.24E-05
969,181,181,a,21,nonpun,m1,braille,fingertips,1.332785624,-0.750244648,2.74E-06,0.000802216,0.000802216
970,182,182,a,22,nonpun,m1,sperm,decided,-0.855225043,0.071915195,0.000117635,0.000965433,0.000965433
971,182,182,a,22,nonpun,m1,sperm,donate,0.836964216,-0.025278163,1.86E-06,0.000904627,0.000904627
972,183,183,a,23,nonpun,m1,grime,city's,-0.224850358,1.082500409,4.88E-08,7.17E-05,7.17E-05
973,183,183,a,23,nonpun,m1,grime,buildings,-0.241545749,0.451493259,5.28E-05,4.94E-05,4.94E-05
974,183,183,a,23,nonpun,m1,grime,covered,0.156622438,-0.513757338,6.40E-05,0.000773808,0.000773808
975,184,184,a,24,nonpun,m1,epoch,end,0.244053589,-0.473904065,0.000389673,0.00237471,0.00237471
976,184,184,a,24,nonpun,m1,epoch,nuclear,-0.195878405,-0.690380914,6.54E-05,0.000235812,0.000235812
977,184,184,a,24,nonpun,m1,epoch,arms,-0.50640718,-0.298632549,8.52E-05,0.00752122,0.00752122
978,184,184,a,24,nonpun,m1,epoch,race,-0.530320607,0.327046687,6.32E-05,0.111217,0.111217
979,184,184,a,24,nonpun,m1,epoch,began,-0.05736573,-0.367630859,0.00018222,0.000179653,0.000179653
980,184,184,a,24,nonpun,m1,epoch,new,0.317292379,-0.352129364,0.000999228,0.0407329,0.0407329
981,184,184,a,24,nonpun,m1,epoch,peace,-0.236416976,0.38015552,7.00E-05,0.000266122,0.000329587
982,184,184,a,24,nonpun,m1,epoch,cooperation,-0.845235875,-0.612533504,1.04E-05,0.00204636,0.00204636
983,185,185,a,25,nonpun,m1,bonus,company,1.75208125,-0.519679999,0.000316804,0.000675058,0.000675058
984,185,185,a,25,nonpun,m1,bonus,pays,1.279764163,-0.690380914,1.18E-05,0.000357126,0.000357126
985,185,185,a,25,nonpun,m1,bonus,end,-0.413120998,0.01834433,0.000389673,0.0648069,0.0648069
986,185,185,a,25,nonpun,m1,bonus,year,0.358923073,-0.681714376,0.000587143,0.00412574,0.00412574
987,186,186,a,26,nonpun,m1,hobbit,favorite,-0.544539635,0.934098334,1.63E-07,0.00122544,0.00122544
988,186,186,a,26,nonpun,m1,hobbit,creatures,1.163299659,0.917310709,1.63E-05,1.42E-05,1.42E-05
989,186,186,a,26,nonpun,m1,hobbit,lord,0.531293682,-0.793695707,0.000127756,8.15E-07,8.15E-07
990,186,186,a,26,nonpun,m1,hobbit,rings,1.04886537,-0.133639154,1.24E-05,2.35E-05,2.35E-05
992,187,187,a,27,nonpun,m1,screaming,started,-0.610931163,-0.14056131,0.000134909,0.0021562,0.0021562
993,187,187,a,27,nonpun,m1,screaming,man,-0.374523875,-0.19217154,0.000473597,0.00305695,0.00305695
994,187,187,a,27,nonpun,m1,screaming,pulled,-0.220343268,-0.627592617,5.24E-05,0.000277072,0.000277072
995,187,187,a,27,nonpun,m1,screaming,out,-0.519620103,-0.313319244,0.001586582,0.105431,0.105431
996,187,187,a,27,nonpun,m1,screaming,knife,0.034827868,-0.486327194,2.09E-05,0.00156581,0.00156581
997,188,188,a,28,nonpun,m1,ohms,used,-0.684079055,-0.378515033,0.000527346,0.00469769,0.00469769
998,188,188,a,28,nonpun,m1,ohms,measure,0.540310852,-0.612533504,5.14E-05,0.00220874,0.00220874
999,188,188,a,28,nonpun,m1,ohms,electrical,0.80684939,-0.001933297,1.82E-05,3.85E-05,3.85E-05
1000,188,188,a,28,nonpun,m1,ohms,resistance,1.001397036,-0.099095031,2.95E-05,0.00511284,0.00511284
1001,189,189,a,29,nonpun,m1,kant,german,-0.277682647,-0.646410038,8.76E-05,3.11E-07,3.11E-07
1002,189,189,a,29,nonpun,m1,kant,philosopher,0.978543546,-0.571464113,4.61E-06,8.12E-06,8.12E-06
1003,190,190,a,30,nonpun,m1,tamper,barista,0.618823447,-0.599540333,8.13E-09,0.00321826,0.00321826
1004,190,190,a,30,nonpun,m1,tamper,used,0.116950822,-0.139670716,0.000527346,0.000420778,0.000420778
1005,190,190,a,30,nonpun,m1,tamper,press,0.063267887,-0.71128588,0.000103117,0.000504948,0.000440619
1006,190,190,a,30,nonpun,m1,tamper,coffee,-0.889900822,-0.612533504,5.04E-05,0.000155353,0.000155353
1007,191,191,a,31,nonpun,m1,latte,like,-0.795034894,-0.278767789,0.001186943,0.00051742,0.00051742
1008,191,191,a,31,nonpun,m1,latte,morning,0.476275351,0.681240549,0.000160808,0.00713854,0.00713854
1009,191,191,a,31,nonpun,m1,latte,wake,-0.229040106,0.622578142,2.06E-05,0.000110945,0.000110945
1010,191,191,a,31,nonpun,m1,latte,up,-0.229321224,0.024435691,0.001669327,0.423506,0.423506
1011,192,192,a,32,nonpun,m1,libel,tabloid,0.429058776,0.095544243,3.14E-06,1.39E-05,1.39E-05
1012,192,192,a,32,nonpun,m1,libel,newspaper,0.456105477,0.750701783,3.88E-05,0.00814531,0.00814531
1014,192,192,a,32,nonpun,m1,libel,movie,-0.542814943,-0.27377728,1.44E-05,0.000130106,0.000130106
1015,192,192,a,32,nonpun,m1,libel,star,-0.768492084,-0.494395561,5.29E-05,0.0959715,0.0959715
1016,193,193,a,33,nonpun,m1,tryst,lovers,0.605479633,0.427677778,8.89E-06,1.24E-05,1.24E-05
1017,193,193,a,33,nonpun,m1,tryst,go,-0.898132463,-0.262617908,0.00069786,0.000290747,0.000290747
1018,193,193,a,33,nonpun,m1,tryst,away,-0.025564184,0.385784773,0.000386909,0.0102715,0.0102715
1019,193,193,a,33,nonpun,m1,tryst,country,-0.165674745,-0.070830033,0.000252626,0.00112234,0.00112234
1020,193,193,a,33,nonpun,m1,tryst,weekend,-0.127981648,-0.691073706,4.97E-05,4.42E-05,4.42E-05
1022,194,194,a,34,nonpun,m1,propane,burns,1.104002332,-0.020322317,1.07E-05,1.22E-06,1.22E-06
1023,194,194,a,34,nonpun,m1,propane,gas,1.5126071,-0.496182557,5.83E-05,0.101408,4.99E-05
1024,194,194,a,34,nonpun,m1,propane,stove,1.168493121,-0.690380914,4.66E-06,2.67E-06,2.67E-06
1025,195,195,a,35,nonpun,m1,leafing,saw,-0.712532729,-0.077518976,0.000203217,0.00154594,0.00154594
1026,195,195,a,35,nonpun,m1,leafing,pages,0.39021816,0.331295802,3.47E-05,0.00272038,0.00272038
1027,195,195,a,35,nonpun,m1,leafing,old,-0.49577673,0.006825773,0.000425026,0.0202364,0.0202364
1028,195,195,a,35,nonpun,m1,leafing,book,0.32981752,-0.475260723,0.000196389,0.00219445,0.00219445
1029,196,196,a,36,nonpun,m1,yams,people,-0.951877244,-0.122050497,0.000974418,0.0458858,0.0458858
1030,196,196,a,36,nonpun,m1,yams,eat,1.35087508,-0.567388288,5.87E-05,0.000898007,0.000898007
1031,196,196,a,36,nonpun,m1,yams,turkey,1.082942491,-0.246885477,1.71E-05,1.13E-06,1.13E-06
1032,197,197,a,37,nonpun,m1,tolkien,wrote,0.481923522,1.094981625,7.81E-05,0.000144489,7.04E-06
1033,197,197,a,37,nonpun,m1,tolkien,lord,0.584542487,-0.066337174,0.000127756,3.22E-06,3.22E-06
1034,197,197,a,37,nonpun,m1,tolkien,rings,0.774413856,-0.572203202,1.24E-05,2.35E-05,2.35E-05
1035,198,198,a,38,nonpun,m1,magnate,coal,-0.402449802,-0.576033542,4.07E-05,2.39E-05,2.39E-05
1036,198,198,a,38,nonpun,m1,magnate,iron,0.162262394,1.616275387,3.72E-05,0.0707858,0.0707858
1037,198,198,a,38,nonpun,m1,magnate,australia,-0.686321458,0.093621331,3.95E-05,7.61E-09,1.32E-08
1038,199,199,a,39,nonpun,m1,raven,large,-0.468648589,-0.265270062,0.000276021,0.00552909,0.00552909
1039,199,199,a,39,nonpun,m1,raven,black,1.567140312,0.921090629,0.000192487,0.00370328,0.00370328
1040,199,199,a,39,nonpun,m1,raven,bird,1.491272841,-0.257343918,3.11E-05,0.0010044,0.0010044
1041,200,200,a,40,nonpun,m1,alkaline,tried,-0.947170316,0.363600633,0.000115294,0.00093585,0.00093585
1042,200,200,a,40,nonpun,m1,alkaline,out,-0.647170371,-0.413577822,0.001586582,0.0014089,0.0014089
1043,200,200,a,40,nonpun,m1,alkaline,diet,-0.121673063,-0.214011799,3.36E-05,0.000886373,8.22E-06
1044,200,200,a,40,nonpun,m1,alkaline,maintain,-0.791409523,0.302761876,4.34E-05,0.00101513,0.00101513
1045,200,200,a,40,nonpun,m1,alkaline,body's,-0.523803515,-0.796668299,8.13E-09,5.31E-05,5.31E-05
1046,200,200,a,40,nonpun,m1,alkaline,ideal,-0.18242977,0.708128492,4.50E-05,1.49E-05,1.49E-05
1047,200,200,a,40,nonpun,m1,alkaline,ph,0.898290847,-0.242986586,1.24E-05,5.81E-07,5.81E-07
1048,200,200,a,40,nonpun,m1,alkaline,balance,-0.301650519,-0.217403282,7.05E-05,4.41E-05,4.41E-05
1049,201,201,a,41,nonpun,m1,shave,beard,1.805834566,-0.401604384,7.20E-06,2.15E-05,2.15E-05
1050,201,201,a,41,nonpun,m1,shave,growing,0.492980687,-0.165711126,7.51E-05,0.000639156,0.000639156
1051,201,201,a,41,nonpun,m1,shave,long,-0.45407888,-0.130382294,0.000449698,0.00816243,0.00816243
1052,201,201,a,41,nonpun,m1,shave,need,-0.573669302,0.02248283,0.00044508,0.0229583,0.0229583
1053,202,202,a,42,nonpun,m1,aiken,clay,1.941948899,0.305262777,1.28E-05,9.57E-07,9.57E-07
1054,202,202,a,42,nonpun,m1,aiken,rose,-0.777525303,-0.364415769,8.62E-05,0.000165467,5.84E-05
1055,202,202,a,42,nonpun,m1,aiken,fame,0.019961864,0.824739657,9.54E-06,0.00630487,0.00630487
1056,202,202,a,42,nonpun,m1,aiken,won,-0.72466085,0.003370139,9.37E-05,0.00357195,0.00357195
1057,202,202,a,42,nonpun,m1,aiken,american,-0.200093116,-0.431451521,0.000129926,3.14E-08,3.14E-08
1058,202,202,a,42,nonpun,m1,aiken,idol,1.832087736,-0.321293937,2.00E-06,4.85E-06,4.85E-06
1060,203,203,a,43,nonpun,m1,irrigation,artificial,-0.170059923,0.026827141,1.59E-05,3.74E-05,3.74E-05
1061,203,203,a,43,nonpun,m1,irrigation,application,-0.604822734,-0.674607524,8.02E-05,3.39E-05,3.39E-05
1062,203,203,a,43,nonpun,m1,irrigation,water,1.584067474,-0.430288289,0.000276688,0.00112689,0.00112689
1063,203,203,a,43,nonpun,m1,irrigation,land,1.055636282,-0.350674018,0.000166604,0.000603873,0.000603873
1064,203,203,a,43,nonpun,m1,irrigation,soil,0.762328577,0.238527633,3.35E-05,5.19E-05,5.19E-05
1065,204,204,a,44,nonpun,m1,auntie,betty,-0.399978025,-0.576156657,1.07E-05,0.0246333,0.0315729
1066,204,204,a,44,nonpun,m1,auntie,mother's,0.949529095,-0.608214201,4.06E-08,0.00304331,0.00304331
1067,204,204,a,44,nonpun,m1,auntie,sister,1.283035329,-0.002926078,5.75E-05,0.0220583,0.0220583
1068,205,205,a,45,nonpun,m1,fuchsia,favorite,-0.550594986,-0.278574592,1.63E-07,0.000627636,0.000627636
1069,205,205,a,45,nonpun,m1,fuchsia,flower,0.567243596,0.032387965,1.85E-05,0.00450826,0.00450826
1070,206,206,a,46,nonpun,m1,till,farmers,1.409677829,-0.40063171,4.02E-05,1.80E-06,1.80E-06
1071,206,206,a,46,nonpun,m1,till,soil,0.990634418,-0.612008511,3.35E-05,0.00757821,6.76E-05
1072,206,206,a,46,nonpun,m1,till,springtime,-0.134889206,-0.613538942,8.70E-07,1.23E-05,1.23E-05
1073,207,207,a,47,nonpun,m1,house,located,0.422314517,-0.156888634,2.01E-05,0.000306472,0.000609575
1074,207,207,a,47,nonpun,m1,house,corner,0.117721156,-0.681714376,5.71E-05,0.00150072,0.00150072
1075,208,208,a,48,nonpun,m1,eire,former,-0.63532711,-0.310945004,0.000135332,0.00154621,0.00154621
1076,208,208,a,48,nonpun,m1,eire,name,-0.3303745,-0.65397504,0.000204648,9.01E-05,9.01E-05
1077,208,208,a,48,nonpun,m1,eire,republic,-0.313689975,-0.153653534,3.41E-05,6.26E-05,6.26E-05
1078,208,208,a,48,nonpun,m1,eire,ireland,0.602614438,-0.536183252,7.70E-05,8.14E-09,8.14E-09
1079,209,209,a,49,nonpun,m1,alp,very,-0.728015681,-0.650383036,0.000956916,0.0283703,0.0283703
1080,209,209,a,49,nonpun,m1,alp,high,0.678602179,-0.087557008,0.000307407,0.023673,0.023673
1081,209,209,a,49,nonpun,m1,alp,mountain,1.436632347,-0.086207403,3.14E-05,0.000379432,0.000379432
1082,210,210,a,50,nonpun,m1,garden,small,0.590508459,-0.681714376,0.000347312,0.0040767,0.0040767
1083,210,210,a,50,nonpun,m1,garden,flower,1.39184861,-0.7695979,1.85E-05,0.000216583,0.000216583
1084,210,210,a,50,nonpun,m1,garden,house,0.547336353,0.384515963,0.000395396,0.0190513,0.0190513
1085,211,211,a,51,nonpun,m1,bean,like,-0.826129399,-0.522595532,0.001186943,0.00051742,0.00051742
1086,211,211,a,51,nonpun,m1,bean,eat,0.932003108,-0.356586326,5.87E-05,0.00430181,0.00430181
1087,211,211,a,51,nonpun,m1,bean,lima,1.754390007,-0.074299171,2.29E-06,3.87E-09,3.87E-09
1089,211,211,a,51,nonpun,m1,bean,black,0.657123907,-0.646561594,0.000192487,0.000237869,0.000341322
1091,212,212,a,52,nonpun,m1,odor,old,-0.167753425,-0.456710691,0.000425026,0.000570388,0.000283908
1092,212,212,a,52,nonpun,m1,odor,fish,0.810581643,0.033950395,8.69E-05,0.000221759,0.000221759
1093,212,212,a,52,nonpun,m1,odor,filled,-0.318160949,-0.149324838,4.07E-05,1.47E-05,1.47E-05
1094,212,212,a,52,nonpun,m1,odor,air,1.407653751,-0.530520006,0.000147997,0.0970052,0.0970052
1095,213,213,a,53,nonpun,m1,watt,desk,-1.020195935,-0.460436798,3.29E-05,0.000378625,0.000378625
1096,213,213,a,53,nonpun,m1,watt,lamp,1.245054572,-0.009864837,1.00E-05,0.00334936,0.00334936
1097,213,213,a,53,nonpun,m1,watt,uses,-0.369936721,0.073232203,4.31E-05,1.95E-05,1.95E-05
1098,213,213,a,53,nonpun,m1,watt,60-watt,1.711404572,-0.617598116,8.13E-09,1.98E-09,0.00473116
1099,213,213,a,53,nonpun,m1,watt,light,1.81968929,-0.470497428,0.000181708,0.000122149,0.000163602
1100,213,213,a,53,nonpun,m1,watt,bulb,1.260571326,-0.388497016,3.52E-06,0.00480553,0.00480553
1101,214,214,a,54,nonpun,m1,pest,rats,1.265903212,1.546366994,1.09E-05,7.56E-07,7.56E-07
1102,214,214,a,54,nonpun,m1,pest,mice,1.503664237,-0.472750589,8.25E-06,0.054318,0.054318
1103,214,214,a,54,nonpun,m1,pest,flies,1.279505268,-0.452526194,9.32E-06,1.35E-05,1.35E-05
1104,214,214,a,54,nonpun,m1,pest,regarded,-0.649403424,1.155907971,5.57E-05,0.000754665,0.000754665
1105,214,214,a,54,nonpun,m1,pest,pests,1.665634019,-0.507963891,2.72E-06,2.55E-06,1.99E-08
1106,215,215,a,55,nonpun,m1,crank,morning,-0.3763379,-0.534714026,0.000160808,0.00713854,0.00713854
1107,216,216,a,56,nonpun,m1,leg,runners,1.123764341,0.227586259,6.50E-06,6.10E-07,6.10E-07
1108,216,216,a,56,nonpun,m1,leg,need,-0.625262682,-0.36376748,0.00044508,0.0028842,0.0028842
1109,216,216,a,56,nonpun,m1,leg,strong,0.189851663,-0.524450561,0.000127227,0.000567364,0.000567364
1111,217,217,a,57,nonpun,m1,decade,pretty,-0.768492084,-0.592206059,6.08E-05,0.00131429,0.00131429
1112,217,217,a,57,nonpun,m1,decade,long,0.853053477,0.358679188,0.000449698,0.00266749,0.00266749
1113,217,217,a,57,nonpun,m1,decade,time,1.405860457,1.455128101,0.001239318,0.110423,0.110423
1114,218,218,a,58,nonpun,m1,dramatic,written,0.549493837,0.271840317,0.000107783,0.00652999,0.00652999
1115,218,218,a,58,nonpun,m1,dramatic,works,1.440691293,-0.542854477,0.000113156,0.00121481,8.90E-05
1116,218,218,a,58,nonpun,m1,dramatic,stage,0.30772287,-0.203194746,0.000130967,0.000249518,0.000249518
1117,219,219,a,59,nonpun,m1,grammatic,sentence,1.190501976,-0.44845217,4.54E-05,5.17E-05,5.17E-05
1118,219,219,a,59,nonpun,m1,grammatic,unusual,0.806955409,-0.162721119,3.25E-05,0.00717743,0.00717743
1119,219,219,a,59,nonpun,m1,grammatic,structure,0.857512537,-0.385801556,0.000109831,0.000124701,6.84E-05
1120,220,220,a,60,nonpun,m1,hosta,beautiful,-0.44031101,-0.292314521,6.77E-05,0.00173095,0.00173095
1121,220,220,a,60,nonpun,m1,hosta,plant,0.331254396,-0.388165526,6.56E-05,0.000125778,0.000125778
1122,221,221,a,61,nonpun,m1,dublin,capital,0.370660942,-0.353352067,0.000108335,0.000699113,0.000699113
1123,221,221,a,61,nonpun,m1,dublin,ireland,1.961668987,-0.7695979,7.70E-05,7.03E-09,7.03E-09
1125,222,222,a,62,nonpun,m1,prism,used,-0.748888987,-0.211389195,0.000527346,0.0537419,0.0537419
1126,222,222,a,62,nonpun,m1,prism,reflect,1.037128764,0.322436931,3.06E-05,0.000171823,0.000171823
1127,222,222,a,62,nonpun,m1,prism,split,0.597686088,-0.493119558,3.12E-05,5.90E-05,5.90E-05
1128,222,222,a,62,nonpun,m1,prism,light,1.161261397,-0.343103799,0.000181708,1.93E-05,1.93E-05
1129,223,223,a,63,nonpun,m1,fridge,put,-0.411008022,-0.714299692,0.000461753,0.000186341,0.000186341
1130,223,223,a,63,nonpun,m1,fridge,milk,0.767235192,0.065462153,3.82E-05,0.00170517,0.00170517
1131,223,223,a,63,nonpun,m1,fridge,meat,0.803642708,-0.7695979,2.83E-05,0.0438277,0.0438277
1132,224,224,a,64,nonpun,m1,thief,stole,1.505970904,-0.545372708,7.29E-06,0.000836827,3.18E-06
1133,224,224,a,64,nonpun,m1,thief,luggage,-0.257270569,-0.316886587,5.06E-06,0.000260611,0.000260611
1134,224,224,a,64,nonpun,m1,thief,airport,-0.661774297,0.224649311,2.30E-05,0.00150353,0.00150353
1135,225,225,a,65,nonpun,m1,revolution,industrial,0.779098559,-0.240610069,9.18E-05,7.36E-05,7.36E-05
1136,225,225,a,65,nonpun,m1,revolution,changed,1.047769507,0.49074638,8.96E-05,0.00537734,2.81E-05
1137,225,225,a,65,nonpun,m1,revolution,people,1.181577844,0.558163664,0.000974418,0.00489586,0.00489586
1138,225,225,a,65,nonpun,m1,revolution,worked,-0.132138721,-0.681714376,9.96E-05,0.000197417,0.000197417
1139,225,225,a,65,nonpun,m1,revolution,lived,-0.353187535,0.010562891,6.42E-05,0.0214798,0.0214798
1140,226,226,a,66,nonpun,m1,plants,humans,0.085842382,1.160297988,1.64E-05,6.46E-07,6.46E-07
1141,226,226,a,66,nonpun,m1,plants,animals,0.673120693,-0.75390942,6.87E-05,0.103504,0.103504
1142,226,226,a,66,nonpun,m1,plants,not,-0.439678866,0.185020415,0.00346259,0.102785,0.102785
1143,226,226,a,66,nonpun,m1,plants,live,1.055429237,-0.373845175,0.000135462,0.00310434,0.00310434
1144,227,227,a,67,nonpun,m1,incisor,rats,-0.525290308,0.096538447,1.09E-05,7.56E-07,7.56E-07
1145,227,227,a,67,nonpun,m1,incisor,tore,0.363363383,-0.408645564,5.36E-06,5.12E-06,5.12E-06
1146,227,227,a,67,nonpun,m1,incisor,meat,-0.007525189,0.595862703,2.83E-05,0.000138038,0.000138038
1147,227,227,a,67,nonpun,m1,incisor,strong,-0.405085093,-0.08726854,0.000127227,0.000783156,0.000783156
1149,228,228,a,68,nonpun,m1,mimes,very,-0.947170316,-0.483321963,0.000956916,0.00423937,0.00367534
1150,228,228,a,68,nonpun,m1,mimes,skilled,0.208544935,-0.571526755,1.45E-05,0.000106568,0.000106568
1151,228,228,a,68,nonpun,m1,mimes,imitating,1.776000221,-0.559505191,1.28E-06,4.85E-06,4.85E-06
1152,228,228,a,68,nonpun,m1,mimes,people,0.56746651,1.378662768,0.000974418,0.000249925,0.000249925
1153,229,229,a,69,nonpun,m1,glittering,jewels,1.199606302,-0.716335307,3.50E-06,5.32E-05,5.32E-05
1154,229,229,a,69,nonpun,m1,glittering,sun,0.849660661,-0.410150634,8.96E-05,0.00117919,0.00117919
1155,230,230,a,70,nonpun,m1,altitude,airplane,0.899280943,-0.37279691,6.18E-07,2.40E-06,2.40E-06
1156,230,230,a,70,nonpun,m1,altitude,flying,1.487572951,-0.349386687,3.75E-05,0.00010679,0.00010679
1157,230,230,a,70,nonpun,m1,altitude,35000,1.529686948,-0.31124024,8.13E-08,8.32E-05,4.70E-05
1158,230,230,a,70,nonpun,m1,altitude,feet,0.849052354,1.665968295,0.000107514,9.62E-05,9.62E-05
1159,231,231,a,71,nonpun,m1,presence,general,-0.571714282,0.139612203,0.000306578,0.000705447,0.000705447
1160,231,231,a,71,nonpun,m1,presence,great,-0.279443008,0.682147043,0.000375187,0.000464689,0.000464689
1161,232,232,a,72,nonpun,m1,necks,wore,-0.337111103,-0.092011134,2.27E-05,0.000708412,0.000708412
1162,232,232,a,72,nonpun,m1,necks,scarf,1.312926424,-0.681714376,4.11E-06,0.00125986,0.00125986
1164,233,233,a,73,nonpun,m1,digestion,good,-0.20935871,-0.713394257,0.000653102,0.000960829,0.000960829
1165,233,233,a,73,nonpun,m1,digestion,eat,1.517272809,-0.428017343,5.87E-05,0.00238258,0.00238258
1166,234,234,a,74,nonpun,m1,ream,office,-0.054455985,-0.612533504,0.000198576,0.000549873,0.000549873
1167,234,234,a,74,nonpun,m1,ream,uses,-0.61745763,-0.412215123,4.31E-05,8.89E-05,8.89E-05
1168,234,234,a,74,nonpun,m1,ream,20,-0.562925409,-0.690380914,0.000122342,0.000297754,0.000297754
1169,234,234,a,74,nonpun,m1,ream,reams,1.450835875,-0.472322047,4.47E-07,4.10E-07,1.09E-06
1170,234,234,a,74,nonpun,m1,ream,paper,0.956801526,-0.527414517,0.00013599,0.0972359,0.000284903
1171,234,234,a,74,nonpun,m1,ream,week,-0.768492084,-0.712912044,0.000254325,0.130363,0.130363
1173,235,235,a,75,nonpun,m1,seize,arm,-0.12662968,-0.187185131,6.93E-05,0.0712134,0.00180221
1174,235,235,a,75,nonpun,m1,seize,run,-0.036770438,-0.322451462,0.000173262,0.00318966,0.00318966
1175,235,235,a,75,nonpun,m1,seize,away,0.492107756,0.233464962,0.000386909,0.038537,0.038537
1176,236,236,a,76,nonpun,m1,author,cervantes,0.738380098,-0.383013025,1.63E-07,0.00148881,0.00148881
1177,236,236,a,76,nonpun,m1,author,famous,0.537406812,-0.09377369,5.16E-05,0.0131278,0.0131278
1179,236,236,a,76,nonpun,m1,author,spanish,-0.023057305,-0.656226189,2.81E-05,2.01E-07,2.01E-07
1180,236,236,a,76,nonpun,m1,author,language,0.778953656,-0.031165375,0.000150273,7.44E-05,7.44E-05
1181,237,237,a,77,nonpun,m1,source,difficulties,-0.647976887,-0.437535073,5.45E-05,0.000276497,0.000276497
1182,237,237,a,77,nonpun,m1,source,not,-0.975432737,-0.542642046,0.00346259,0.133986,0.133986
1183,237,237,a,77,nonpun,m1,source,having,-0.102751353,-0.113120207,0.000273826,0.000507668,0.000507668
1184,237,237,a,77,nonpun,m1,source,enough,-0.827928535,-0.234507332,0.000251561,0.0159876,0.0159876
1185,237,237,a,77,nonpun,m1,source,money,0.218371962,-0.612101614,0.000292629,0.104827,0.104827
1186,238,238,a,78,nonpun,m1,paste,used,-0.792570627,-0.405796813,0.000527346,0.0144922,0.0144922
1187,238,238,a,78,nonpun,m1,paste,put,0.009696738,-0.259425199,0.000461753,0.00236119,0.00146579
1188,238,238,a,78,nonpun,m1,paste,pictures,-0.19061284,-0.29236282,4.33E-05,9.31E-05,9.31E-05
1189,238,238,a,78,nonpun,m1,paste,notebook,-0.06493514,-0.633571036,5.80E-06,0.000303771,0.000303771
1190,239,239,a,79,nonpun,m1,espresso,like,-0.407535671,0.5325356,0.001186943,0.00051742,0.00051742
1191,239,239,a,79,nonpun,m1,espresso,dinner,-0.284113897,-0.441339594,4.76E-05,0.00220349,0.00220349
1193,240,240,a,80,nonpun,m1,scents,flowers,1.557261349,0.4877108,4.31E-05,0.0301875,0.0301875
1194,240,240,a,80,nonpun,m1,scents,relaxes,-0.308432318,-0.169718389,6.34E-07,1.89E-07,1.89E-07
1195,241,241,b,1,nonpun,m1,line,notebook,0.903179076,-0.7695979,5.80E-06,0.000120355,0.000120355
1196,241,241,b,1,nonpun,m1,line,thin,0.338331687,-0.419814802,4.02E-05,5.10E-06,5.10E-06
1197,241,241,b,1,nonpun,m1,line,blue,-0.157081939,-0.252958436,8.10E-05,0.00138682,0.00138682
1198,241,241,b,1,nonpun,m1,line,lines,1.969654914,-0.494929592,8.08E-05,0.000556492,3.04E-05
1199,241,241,b,1,nonpun,m1,line,printed,1.605647805,0.522480312,2.47E-05,7.63E-06,1.88E-05
1200,241,241,b,1,nonpun,m1,line,page,0.657603473,-0.554333158,8.58E-05,0.00698402,0.00698402
1201,242,242,b,2,nonpun,m1,truth,speaks,0.364914804,-0.105486137,1.13E-05,0.000152038,0.000152038
1202,243,243,b,3,nonpun,m1,sillier,drinks,0.024929427,0.687012895,1.81E-05,0.000112161,0.000112161
1203,243,243,b,3,nonpun,m1,sillier,wine,-0.781135248,0.10220985,4.90E-05,0.000503828,0.000503828
