sentenceID,homophoneID,phoneticID,homophone,sentenceType,isOrig,sentence,1
151,46-a,46,scent,nonpun,0,"that #scent is unpleasant."
152,47-a,47,course,nonpun,0,"i took a #course in school."
153,48-a,48,deer,nonpun,0,"there are #deer in the forest."
154,49-a,49,bee,nonpun,0,"he tried to steal honey but was stung by an angree #bee."
155,50-a,50,brake,nonpun,0,"cars should #brake slowly."
156,51-a,51,flour,nonpun,0,"we use #flour in baking."
157,52-a,52,fare,nonpun,0,"the #fare had to be paid."
158,53-a,53,heel,nonpun,0,"his #heel was bruised from walking too much."
159,54-a,54,hymn,nonpun,0,"we sang a #hymn in church."
160,55-a,55,no's,nonpun,0,"i answered with a string of #no's."
161,56-a,56,inn,nonpun,0,"we stayed at an #inn."
162,57-a,57,idol,nonpun,0,"that famous movie star is my #idol."
163,58-a,58,maid,nonpun,0,"i hired a #maid to clean."
164,59-a,59,nun,nonpun,0,"the #nun was very kind."
165,60-a,60,mourning,nonpun,0,"after our loved one died"
166,61-a,61,meat,nonpun,0,"vegitarians don't like #meat."
167,62-a,62,reel,nonpun,0,"you need to #reel in the fish."
168,63-a,63,pear,nonpun,0,"she ate a #pear and two apples."
169,64-a,64,pray,nonpun,0,"it is customary for christians to #pray before bed."
170,65-a,65,root,nonpun,0,"bernard tripped on a #root in the ground."
171,1-b,1,profit,nonpun,0,"that business made one million dollars in #profit last year."
172,2-b,2,pie,nonpun,0,"would you like some apple #pie for dessert?"
173,3-b,3,need,nonpun,0,"the company has a #need for computer programmers."
174,4-b,4,or,nonpun,0,"take care of your car #or else you will have problems."
175,5-b,5,tears,nonpun,0,"#tears ran down her cheeks as she watched a sad movie."
176,6-b,6,pole,nonpun,0,"she raised a flag up the #pole. "
177,7-b,7,board,nonpun,0,"he has a meeting with the company's #board of directors."
178,8-b,8,grease,nonpun,0,"there was too much #grease on the plate."
179,9-b,9,sign,nonpun,0,"the #sign on our store says ""the clothes boutique.""""
180,10-b,10,principle,nonpun,0,"i believe in the #principle of physics."
181,11-b,11,seedy,nonpun,0,"the #seedy bar was full of drunken"
182,12-b,12,hair,nonpun,0,"most people have lots of #hair on their heads."
183,13-b,13,naughty,nonpun,0,"that boy is a #naughty child."
184,14-b,14,taught,nonpun,0,"she #taught mathematics to college students."
185,15-b,15,marks,nonpun,0,"she got high #marks in high school."
186,16-b,16,high,nonpun,0,"the statue is 10 feet #high."
187,17-b,17,days,nonpun,0,"there are seven #days in a week."
188,18-b,18,pros,nonpun,0,"what are the #pros and cons of social networking sites?"
189,19-b,19,plain,nonpun,0,"she felt #plain next to her beautiful sister."
190,20-b,20,damn,nonpun,0,"i do not give a #damn what you say."
191,21-b,21,hurts,nonpun,0,"i fell"
192,22-b,22,roll,nonpun,0,"she bought a #roll of silk to make a dress."
193,23-b,23,caller,nonpun,0,"the #caller on the phone is from your bank."
194,24-b,24,steel,nonpun,0,"that ship is made of wood and #steel."
195,25-b,25,die,nonpun,0,"he is very scared that he will #die of a heart attack. "
196,26-b,26,waste,nonpun,0,"he is too difficult"
197,27-b,27,feat,nonpun,0,"passing that exam without studying was a real #feat!"
198,28-b,28,allowed,nonpun,0,"we #allowed our son to use the family car."
199,29-b,29,pale,nonpun,0,"she looks #pale and sick."
200,30-b,30,manner,nonpun,0,"there was all #manner of food at the party."
201,31-b,31,cash,nonpun,0,"she bought stocks for 10 years"
202,32-b,32,rain,nonpun,0,"#rain fell on the city last night."
203,33-b,33,time,nonpun,0,"we have #time to have lunch before the meeting."
204,34-b,34,poor,nonpun,0,"that family is so #poor"
205,35-b,35,guilt,nonpun,0,"a jury decides the #guilt or innocence of an accused person."
206,36-b,36,err,nonpun,0,"it is better to #err on the side of being too safe."
207,37-b,37,sun,nonpun,0,"the #sun rises every morning and sets every evening."
208,38-b,38,seas,nonpun,0,"the ship is in the mid-atlantic on the high #seas."
209,39-b,39,what,nonpun,0,"the teacher told the students #what to do."
210,40-b,40,raiser,nonpun,0,"that girl organized a fund #raiser at her local church."
211,41-b,41,not,nonpun,0,"let's do this"
212,42-b,42,would,nonpun,0,"her father #would not let her go to the party."
213,43-b,43,grater,nonpun,0,"the cheese #grater slices the cheese."
214,44-b,44,i,nonpun,0,"#i don't know the answer."
215,45-b,45,sell,nonpun,0,"i must #sell my car for a good price."
216,46-b,46,cent,nonpun,0,"he is so stingy that he would not even let me borrow a #cent."
217,47-b,47,coarse,nonpun,0,"you have very #coarse hair."
218,48-b,48,dear,nonpun,0,"you're such a #dear friend."
219,49-b,49,be,nonpun,0,"i will #be okay"
220,50-b,50,break,nonpun,0,"#break a leg on your performance."
221,51-b,51,flower,nonpun,0,"i picked a pretty #flower that was growing among weeds."
222,52-b,52,fair,nonpun,0,"the rules of this game are not #fair."
223,53-b,53,heal,nonpun,0,"it just takes time for wounds to #heal."
224,54-b,54,him,nonpun,0,"john likes sarah"
225,55-b,55,knows,nonpun,0,"he #knows almost every word in the dictionary."
226,56-b,56,in,nonpun,0,"come #in the room and close the door."
227,57-b,57,idle,nonpun,0,"you're just sitting there doing nothing; don't be #idle."
228,58-b,58,made,nonpun,0,"you #made that cake all by yourself?"
229,59-b,59,none,nonpun,0,"#none of it made any sense."
230,60-b,60,morning,nonpun,0,"i woke up in the #morning and the sun was shining."
231,61-b,61,meet,nonpun,0,"the two pen pals were finally able to #meet."
232,62-b,62,real,nonpun,0,"that daimond is not #real; it is just a very good counterfeit. "
233,63-b,63,pair,nonpun,0,"i have a #pair of matching socks."
234,64-b,64,prey,nonpun,0,"that mouse could easily be the eagle's #prey."
235,65-b,65,route,nonpun,0,"take the faster #route on your way home."
