uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,h1_relatedness,h2_relatedness,h1_ngramProb,h2_ngramProb
6,6,6-a,6,pun,0,poll,poll,3,-2,6.27E-05,0.016586411
6,6,6-a,6,pun,0,poll,conduct,0.79637133,-0.131050615,0.001688519,0.001688519
6,6,6-a,6,pun,0,poll,country,-0.020817463,-0.441639232,0.000281747,0.000281747
6,6,6-a,6,pun,0,poll,decided,0.888379398,-0.438823318,4.32E-06,4.32E-06
6,6,6-a,6,pun,0,poll,flag,0.519522756,1.600043247,7.01E-05,7.01E-05
6,6,6-a,6,pun,0,poll,new,-0.30941208,-0.573021617,0.00257802,0.00257802
7,7,7-a,7,pun,0,bored,bored,3,-2,1.59E-06,0.000906885
7,7,7-a,7,pun,0,bored,chairman,-0.257766851,1.891566794,3.27E-06,3.27E-06
7,7,7-a,7,pun,0,bored,executive,-0.232066116,1.514850716,1.23E-06,1.23E-06
7,7,7-a,7,pun,0,bored,meetings,0.256531919,0.957355228,0.000112435,0.000112435
8,8,8-a,8,pun,0,greece,greece,3,-2,3.54E-05,3.54E-05
8,8,8-a,8,pun,0,greece,donuts,-0.497489011,0.661854871,3.71E-08,3.71E-08
8,8,8-a,8,pun,0,greece,know,-0.577456692,-0.669045928,0.41771103,0.41771103
8,8,8-a,8,pun,0,greece,made,-0.564552226,-0.586369571,0.017022944,0.017022944
9,9,9-a,9,pun,0,sine,sine,3,-2,5.01E-06,0.00028678
9,9,9-a,9,pun,0,sine,above,-0.539975973,-0.011263401,0.002057613,0.025008522
9,9,9-a,9,pun,0,sine,hoping,-0.763760078,-0.145123348,0.00705997,0.00705997
9,9,9-a,9,pun,0,sine,prayed,-0.781460533,0.347605059,0.000189712,0.000189712
9,9,9-a,9,pun,0,sine,tests,-0.122511114,-0.19480109,0.003246753,0.003246753
9,9,9-a,9,pun,0,sine,trigonometry,1.282836716,0.636264574,1.12E-06,1.12E-06
10,10,10-a,10,pun,0,principal,principal,3,-2,0.000103273,0.000160723
10,10,10-a,10,pun,0,principal,disliked,-0.136515567,0.099790292,0.000472813,0.000472813
10,10,10-a,10,pun,0,principal,john,-0.059251367,-0.438655141,3.60E-05,3.60E-05
10,10,10-a,10,pun,0,principal,just,0.366797927,1.030609819,0.013383341,0.013383341
10,10,10-a,10,pun,0,principal,not,-0.750032,-0.574541502,0.066361031,0.066361031
10,10,10-a,10,pun,0,principal,school,1.99747003,1.0686167,1.59E-05,1.59E-05
11,11,11-a,11,pun,0,cd,cd,3,-2,0.000183862,4.05E-05
11,11,11-a,11,pun,0,cd,music,1.794118677,-0.31297692,0.000688138,0.000688138
11,11,11-a,11,pun,0,cd,part,-0.422293117,-0.118107336,1.77E-05,0.030030785
11,11,11-a,11,pun,0,cd,stores,0.803521617,-0.392169307,0.001629494,0.001629494
11,11,11-a,11,pun,0,cd,town,-0.67697029,-0.143891918,0.00152454,0.00152454
12,12,12-a,12,pun,0,hare,hare,3,-2,4.27E-06,0.009617602
12,12,12-a,12,pun,0,hare,got,-0.805884849,-0.523207923,2.68E-05,2.68E-05
12,12,12-a,12,pun,0,hare,mad,-0.399919617,-0.399004337,0.016563766,0.016563766
12,12,12-a,12,pun,0,hare,magician,1.267423786,-0.520019328,3.15E-06,3.15E-06
12,12,12-a,12,pun,0,hare,out,-0.832510067,-0.341957696,0.001177856,0.016072297
12,12,12-a,12,pun,0,hare,pulled,-0.746881884,0.793711827,0.000107793,0.000107793
13,13,13-a,13,pun,0,knotty,knotty,3,-2,2.11E-08,2.62E-05
13,13,13-a,13,pun,0,knotty,admonished,-0.648839231,0.304300529,0.001106195,0.001106195
13,13,13-a,13,pun,0,knotty,apparently,-0.750032,-0.483787797,1.76E-07,1.76E-07
13,13,13-a,13,pun,0,knotty,father,-0.795986539,-0.415566217,0.027976248,0.027976248
13,13,13-a,13,pun,0,knotty,pine,-0.160851791,-0.793461446,4.83E-05,4.83E-05
13,13,13-a,13,pun,0,knotty,sapling,0.091068985,-0.624846796,0.000213858,0.000213858
13,13,13-a,13,pun,0,knotty,young,-0.639578699,0.14893242,0.000226597,0.000226597
14,14,14-a,14,pun,0,taut,taut,3,-2,8.95E-07,0.000679336
14,14,14-a,14,pun,0,taut,learn,-0.576975932,1.71226036,0.000298194,0.000298194
14,14,14-a,14,pun,0,taut,rope,0.868287367,-0.121058026,2.07E-07,2.07E-07
14,14,14-a,14,pun,0,taut,tricks,-0.474706301,0.383502192,0.133333333,0.133333333
15,15,15-a,15,pun,0,marx,marx,3,-2,6.55E-05,6.55E-05
15,15,15-a,15,pun,0,marx,class,0.578105668,0.545062066,3.99E-06,3.99E-06
15,15,15-a,15,pun,0,marx,communism,1.31724495,-0.606476564,4.03E-06,4.03E-06
15,15,15-a,15,pun,0,marx,dropped,-0.781460533,-0.166436781,2.04E-05,2.04E-05
15,15,15-a,15,pun,0,marx,lousy,-0.700099018,-0.02914144,2.60E-05,2.60E-05
15,15,15-a,15,pun,0,marx,out,-0.706776015,-0.468658789,0.080231427,0.080231427
16,16,16-a,16,pun,0,hi,hi,3,-2,1.91E-07,0.001820567
16,16,16-a,16,pun,0,hi,boy,-0.417689106,-0.437116177,9.75E-05,9.75E-05
16,16,16-a,16,pun,0,hi,instinctively,-0.349854622,-0.38716255,1.27E-06,1.27E-06
16,16,16-a,16,pun,0,hi,natural,-0.689691795,-0.157847829,0.001468838,0.001468838
16,16,16-a,16,pun,0,hi,people,0.071003092,-0.059803808,0.001305323,0.001305323
16,16,16-a,16,pun,0,hi,waves,-0.20390641,0.804602748,0.000168095,0.000168095
17,17,17-a,17,pun,0,daze,daze,3,-2,2.48E-06,0.000194323
17,17,17-a,17,pun,0,daze,end,-0.781159905,-0.001792814,0.000736362,0.000736362
17,17,17-a,17,pun,0,daze,having,-0.930877055,-0.402625515,0.000401043,0.000401043
17,17,17-a,17,pun,0,daze,longs,-0.340935657,-0.17518217,3.81E-06,3.81E-06
17,17,17-a,17,pun,0,daze,school,-0.178407141,0.829777152,0.001206045,0.001206045
17,17,17-a,17,pun,0,daze,teacher,-0.653580937,-0.010627663,7.98E-05,7.98E-05
17,17,17-a,17,pun,0,daze,time,-0.436061797,1.575538749,0.095746633,0.095746633
17,17,17-a,17,pun,0,daze,tough,-0.333186385,0.093878323,0.003277466,0.003277466
18,18,18-a,18,pun,0,prose,prose,3,-2,1.60E-07,0.00143195
18,18,18-a,18,pun,0,prose,authors,0.915941599,0.040325601,8.79E-05,8.79E-05
18,18,18-a,18,pun,0,prose,cons,-0.587049833,1.562762916,0.001547663,0.913677266
18,18,18-a,18,pun,0,prose,jail,-0.696797307,-0.674232177,1.25E-05,1.25E-05
19,19,19-a,19,pun,0,plane,plane,3,-2,6.49E-07,0.000276311
19,19,19-a,19,pun,0,plane,eat,-0.144761088,-0.226245133,0.000591484,0.000591484
19,19,19-a,19,pun,0,plane,expect,-0.382682084,-0.672960552,0.004653195,0.004653195
19,19,19-a,19,pun,0,plane,fancy,-0.202904824,0.324450008,9.65E-06,9.65E-06
19,19,19-a,19,pun,0,plane,flying,1.816222237,-0.512024581,0.000290418,0.000290418
19,19,19-a,19,pun,0,plane,food,0.151330212,0.23343159,0.000261165,3.40E-06
19,19,19-a,19,pun,0,plane,not,-0.749886832,-0.288942001,0.004376542,0.004376542
20,20,20-a,20,pun,0,dam,dam,3,-2,7.80E-06,0.000382615
20,20,20-a,20,pun,0,dam,beaver,1.758858353,0.156040259,0.000147328,0.000147328
20,20,20-a,20,pun,0,dam,best,-0.739470846,-0.310985493,0.023805773,0.023805773
20,20,20-a,20,pun,0,dam,ever,-0.714138324,-0.570525947,0.014714464,0.014714464
20,20,20-a,20,pun,0,dam,movie,-0.735985557,-0.585364406,0.000804505,0.01329138
20,20,20-a,20,pun,0,dam,movie,-0.735985557,-0.585364406,0.000804505,0.01329138
20,20,20-a,20,pun,0,dam,night,-0.520710889,-0.514829836,0.619608707,0.619608707
20,20,20-a,20,pun,0,dam,saw,-0.307453941,-0.763361954,8.07E-05,8.07E-05
20,20,20-a,20,pun,0,dam,seen,-0.690693545,-0.680358393,0.20609126,0.20609126
21,21,21-a,21,pun,0,hertz,hertz,3,-2,9.61E-06,0.000653206
21,21,21-a,21,pun,0,hertz,computer,1.118191817,-0.50140918,0.000372577,0.000372577
21,21,21-a,21,pun,0,hertz,slow,-0.302989984,-0.470437756,0.002751829,0.002751829
22,22,22-a,22,pun,0,role,role,3,-2,0.000143047,0.00177263
22,22,22-a,22,pun,0,role,actors,1.601986906,-0.305783932,2.02E-05,2.02E-05
22,22,22-a,22,pun,0,role,great,-0.283150414,-0.515024286,0.002108573,0.002108573
22,22,22-a,22,pun,0,role,movie,1.532476003,0.594719169,0.003838163,0.003838163
23,23,23-a,23,pun,0,collar,collar,3,-2,2.17E-08,2.19E-06
23,23,23-a,23,pun,0,collar,id,0.40944158,1.368685278,0.001560062,0.662939087
23,23,23-a,23,pun,0,collar,man,0.233988351,0.085463008,0.000301565,0.000301565
23,23,23-a,23,pun,0,collar,name,-0.106902364,0.722813874,0.030315812,0.030315812
23,23,23-a,23,pun,0,collar,neck,1.638391002,-0.492296779,0.000191739,0.000191739
23,23,23-a,23,pun,0,collar,put,-0.622695174,-0.719297165,0.001099651,0.001099651
23,23,23-a,23,pun,0,collar,shirt,1.569426463,-0.621766767,0.000598728,0.000598728
24,24,24-a,24,pun,0,steal,steal,3,-2,3.57E-06,0.002334302
24,24,24-a,24,pun,0,steal,muscles,-0.453849102,-0.143208756,0.000268889,0.000268889
24,24,24-a,24,pun,0,steal,thieves,2.083308461,-0.301460132,3.66E-06,3.66E-06
25,25,25-a,25,pun,0,dye,dye,3,-2,2.07E-05,0.003659832
25,25,25-a,25,pun,0,dye,actress,-0.191653442,-0.37253657,0.000629431,0.000629431
25,25,25-a,25,pun,0,dye,gray,0.733598121,0.011905704,0.002454604,0.002454604
25,25,25-a,25,pun,0,dye,hair,1.523473926,-0.704851099,0.023162503,0.023162503
25,25,25-a,25,pun,0,dye,saw,-0.701321696,-0.302942596,0.001022445,0.001022445
25,25,25-a,25,pun,0,dye,strands,0.594733015,-0.437879686,0.000110628,0.000110628
25,25,25-a,25,pun,0,dye,thought,-0.82578583,-0.598395341,0.020264195,0.020264195
26,26,26-a,26,pun,0,waist,waist,3,-2,1.10E-05,0.001325203
26,26,26-a,26,pun,0,waist,belt,1.597962543,-0.347338501,0.005963676,0.005963676
26,26,26-a,26,pun,0,waist,cardboard,-0.76867622,0.720292439,4.45E-06,4.45E-06
26,26,26-a,26,pun,0,waist,paper,-0.586922992,0.715106249,0.001860112,0.005243397
27,27,27-a,27,pun,0,feet,feet,3,-2,6.83E-05,0.003434645
27,27,27-a,27,pun,0,feet,able,-0.318576775,0.192267427,0.000181792,0.000181792
27,27,27-a,27,pun,0,feet,being,-0.606391309,-0.32027531,0.000403493,0.000403493
27,27,27-a,27,pun,0,feet,fit,-0.037323991,-0.561509507,0.000929975,0.000929975
27,27,27-a,27,pun,0,feet,fourteen,0.377560615,-0.690051472,0.000128783,0.000128783
27,27,27-a,27,pun,0,feet,quite,-0.593675754,-0.190079146,0.000742484,0.000742484
27,27,27-a,27,pun,0,feet,shoes,1.661397429,-0.582987908,0.001410437,0.001410437
27,27,27-a,27,pun,0,feet,size,0.721870727,-0.45251572,0.000210052,0.000210052
28,28,28-a,28,pun,0,aloud,aloud,3,-2,1.54E-05,0.004214152
28,28,28-a,28,pun,0,aloud,mime,-0.332451663,-0.701130918,9.57E-06,9.57E-06
28,28,28-a,28,pun,0,aloud,not,-0.538579436,-0.329427842,0.054371899,0.054371899
28,28,28-a,28,pun,0,aloud,say,1.335776396,-0.033663658,0.03768227,0.03768227
28,28,28-a,28,pun,0,aloud,wanted,-0.635801964,0.328884943,0.000133049,0.000133049
29,29,29-a,29,pun,0,pail,pail,3,-2,1.23E-05,1.23E-05
29,29,29-a,29,pun,0,pail,buckets,1.416678201,-0.029501143,2.50E-05,2.50E-05
29,29,29-a,29,pun,0,pail,carry,0.829926254,-0.217803528,0.000565375,0.000565375
29,29,29-a,29,pun,0,pail,feeling,-0.685825422,-0.256058431,0.016393443,0.016393443
29,29,29-a,29,pun,0,pail,start,-0.712694931,-0.750168933,0.000365898,0.000365898
29,29,29-a,29,pun,0,pail,those,-0.716689837,-0.83061309,0.000448742,0.000448742
30,30,30-a,30,pun,0,manor,manor,3,-2,1.57E-05,0.008728068
30,30,30-a,30,pun,0,manor,castle,1.698588817,0.10552875,0.003287184,0.003287184
30,30,30-a,30,pun,0,manor,home,1.322936486,-0.345664258,0.01521835,0.01521835
30,30,30-a,30,pun,0,manor,man's,-0.272675645,-0.295230845,4.64E-08,4.64E-08
30,30,30-a,30,pun,0,manor,speaking,-0.458717251,0.646434966,0.012554183,0.026100566
31,31,31-a,31,pun,0,cache,cache,3,-2,2.14E-05,2.14E-05
31,31,31-a,31,pun,0,cache,chips,-0.819637414,0.7956559,6.32E-05,6.32E-05
31,31,31-a,31,pun,0,cache,computer,1.505761556,-0.123120412,0.001442774,0.001442774
31,31,31-a,31,pun,0,cache,ended,-0.603802302,-0.454443007,7.43E-07,7.43E-07
31,31,31-a,31,pun,0,cache,online,1.029892406,-0.181050587,0.000999355,0.000999355
31,31,31-a,31,pun,0,cache,poker,-0.2132602,1.316488685,0.001892351,0.001892351
31,31,31-a,31,pun,0,cache,suddenly,-0.675640845,-0.56330868,0.000302024,0.000302024
31,31,31-a,31,pun,0,cache,tournament,-0.729033819,0.755545695,0.016668651,0.016668651
32,32,32-a,32,pun,0,reign,reign,3,-2,8.55E-05,2.86E-05
32,32,32-a,32,pun,0,reign,britain,1.042022668,0.061046913,3.83E-05,3.83E-05
32,32,32-a,32,pun,0,reign,long,0.642961873,-0.350116242,0.008937778,0.008937778
32,32,32-a,32,pun,0,reign,place,-0.024887767,-0.136697917,0.001697551,0.001697551
32,32,32-a,32,pun,0,reign,queen,1.752883517,-0.702310804,2.29E-05,2.29E-05
32,32,32-a,32,pun,0,reign,wet,-0.759895853,2.093230813,3.14E-05,3.14E-05
33,33,33-a,33,pun,0,thyme,thyme,3,-2,0.001424501,0.001424501
33,33,33-a,33,pun,0,thyme,extra,-0.718040206,0.421663016,0.00016313,0.00016313
33,33,33-a,33,pun,0,thyme,gardeners,1.344828955,-0.444254531,2.35E-06,2.35E-06
33,33,33-a,33,pun,0,thyme,get,-0.459086859,-0.3333092,2.52E-05,2.52E-05
33,33,33-a,33,pun,0,thyme,herb,1.966137607,-0.532604413,9.86E-06,9.86E-06
33,33,33-a,33,pun,0,thyme,work,-0.633998157,0.870582592,0.013544431,0.013544431
34,34,34-a,34,pun,0,pore,pore,3,-2,7.90E-07,0.000973238
34,34,34-a,34,pun,0,pore,bad,-0.52912533,0.507396557,0.000908598,0.000908598
34,34,34-a,34,pun,0,pore,excuse,-0.797260382,0.546949903,2.97E-05,0.008747806
34,34,34-a,34,pun,0,pore,say,-0.721007352,-0.598910423,0.032560735,0.032560735
34,34,34-a,34,pun,0,pore,say,-0.721007352,-0.598910423,0.032560735,0.032560735
34,34,34-a,34,pun,0,pore,skin,1.711512432,-0.24986229,0.001869343,0.001869343
35,35,35-a,35,pun,0,gilt,gilt,3,-2,1.15E-06,7.52E-06
35,35,35-a,35,pun,0,gilt,complex,-0.330724331,0.662758497,0.002152487,0.058107033
35,35,35-a,35,pun,0,gilt,gold,0.294488666,-0.391441182,5.80E-05,5.80E-05
35,35,35-a,35,pun,0,gilt,like,-0.379747841,-0.621661154,0.013874891,0.013874891
35,35,35-a,35,pun,0,gilt,paint,-0.023620318,-0.781460533,0.000737661,0.000737661
35,35,35-a,35,pun,0,gilt,people,-0.302710537,0.305665447,0.000798238,0.000798238
36,36,36-a,36,pun,0,heir,heir,3,-2,2.24E-06,2.24E-06
36,36,36-a,36,pun,0,heir,human,0.509669411,0.408764856,0.006765588,0.865867519
37,37,37-a,37,pun,0,son,son,3,-2,1.54E-05,1.54E-05
37,37,37-a,37,pun,0,son,boy,1.493254391,-0.761227994,6.93E-06,6.93E-06
37,37,37-a,37,pun,0,son,got,-0.750504706,-0.646079413,0.009369958,0.009369958
37,37,37-a,37,pun,0,son,only,0.055293382,-0.665076312,1.37E-05,1.37E-05
37,37,37-a,37,pun,0,son,rest,-0.494602382,-0.515133451,1.67E-06,1.67E-06
38,38,38-a,38,pun,0,c's,c's,3,-2,2.61E-09,2.61E-09
38,38,38-a,38,pun,0,c's,cannot,-0.561368366,-0.834120549,2.41E-06,2.41E-06
38,38,38-a,38,pun,0,c's,high,-0.577071422,1.15987515,0.003584376,0.003584376
38,38,38-a,38,pun,0,c's,hit,-0.752815211,-0.617809813,0.001358696,0.001358696
38,38,38-a,38,pun,0,c's,make,-0.583384169,-0.650018431,1,1
38,38,38-a,38,pun,0,c's,novice,-0.620696349,-0.59044442,5.81E-06,5.81E-06
38,38,38-a,38,pun,0,c's,pirates,-0.750032,1.633184002,1.09E-05,1.09E-05
38,38,38-a,38,pun,0,c's,singers,-0.351746838,-0.721792247,0.00015706,0.00015706
38,38,38-a,38,pun,0,c's,terrible,-0.480278263,0.208366564,0.001298701,0.001298701
39,39,39-a,39,pun,0,watt,watt,3,-2,5.39E-05,0.009585353
39,39,39-a,39,pun,0,watt,bright,1.27752717,-0.808464664,0.000229475,0.000229475
39,39,39-a,39,pun,0,watt,electrician,1.599986887,-0.565610687,2.57E-06,2.57E-06
39,39,39-a,39,pun,0,watt,knows,-0.750032,0.249689963,0.001618123,0.001618123
39,39,39-a,39,pun,0,watt,spark,0.669217971,-0.667509975,0.001762779,0.001762779
39,39,39-a,39,pun,0,watt,what's,-0.750032,1.727922581,1.04E-07,1.04E-07
40,40,40-a,40,pun,0,razor,razor,3,-2,1.04E-06,0.037657472
40,40,40-a,40,pun,0,razor,budget,-0.576139639,-0.304511824,0.02148518,0.02148518
40,40,40-a,40,pun,0,razor,fund,-0.729274222,0.810271506,0.000170616,0.000170616
40,40,40-a,40,pun,0,razor,mayor,-0.795271193,-0.482292327,0.000152901,0.000152901
40,40,40-a,40,pun,0,razor,slash,1.301105911,-0.899042296,2.11E-05,2.11E-05
40,40,40-a,40,pun,0,razor,turned,-0.706402674,-0.628219204,0.000100422,0.000100422
40,40,40-a,40,pun,0,razor,wanted,-0.461981485,-0.503213354,0.00062293,0.00062293
41,41,41-a,41,pun,0,knot,knot,3,-2,2.92E-06,0.013065708
41,41,41-a,41,pun,0,knot,boyscouts,1.270743321,-0.764521658,1.87E-08,1.87E-08
41,41,41-a,41,pun,0,knot,know,-0.671753276,-0.418404378,0.000508756,0.000508756
41,41,41-a,41,pun,0,knot,ropes,1.821020782,-0.748587042,6.24E-07,6.24E-07
41,41,41-a,41,pun,0,knot,tie,1.837738897,-0.658961115,0.014914223,0.014914223
42,42,42-a,42,pun,0,wood,wood,3,-2,0.001445087,0.001445087
42,42,42-a,42,pun,0,wood,ask,-0.74058236,0.281509494,0.005800526,0.005800526
42,42,42-a,42,pun,0,wood,ask,-0.74058236,0.281509494,0.005800526,0.005800526
42,42,42-a,42,pun,0,wood,trees,2.166448306,-0.589968992,3.11E-05,3.11E-05
43,43,43-a,43,pun,0,grader,grader,3,-2,0.00015083,0.003003669
43,43,43-a,43,pun,0,grader,afraid,-0.628551925,-0.660464671,0.000975545,0.000975545
43,43,43-a,43,pun,0,grader,cheddar,-0.1587744,1.420513106,0.003648447,0.003648447
43,43,43-a,43,pun,0,grader,cheese,0.057620908,1.660631265,2.39E-05,2.39E-05
43,43,43-a,43,pun,0,grader,colby,-0.446397203,0.304746483,6.56E-07,6.56E-07
43,43,43-a,43,pun,0,grader,jack,-0.518138013,-0.583510489,0.000370096,0.000370096
43,43,43-a,43,pun,0,grader,jr,-0.465027397,-0.812516837,3.02E-05,3.02E-05
43,43,43-a,43,pun,0,grader,person,0.508207023,-0.75143754,0.000243888,0.000243888
43,43,43-a,43,pun,0,grader,school,1.38403971,-0.887355743,0.000590141,0.000590141
44,44,44-a,44,pun,0,eye,eye,3,-2,0.000128238,0.197871249
44,44,44-a,44,pun,0,eye,blind,1.633367495,-0.682200263,2.74E-05,2.74E-05
44,44,44-a,44,pun,0,eye,see,1.716412583,-0.407484277,0.404558405,0.039667166
45,45,45-a,45,pun,0,cell,cell,3,-2,6.25E-07,0.000150508
45,45,45-a,45,pun,0,cell,biology,1.899746806,-0.668966778,8.28E-07,8.28E-07
45,45,45-a,45,pun,0,cell,keep,-0.167399992,0.284274609,0.008628657,0.008628657
45,45,45-a,45,pun,0,cell,know,-0.600469468,-0.406087292,0.054354679,0.054354679
45,45,45-a,45,pun,0,cell,program,-0.188208976,0.163641109,0.005833662,0.005833662
45,45,45-a,45,pun,0,cell,whether,-0.70958237,-0.557729007,0.004433774,0.004433774
46,46,46-a,46,pun,0,scent,scent,3,-2,4.58E-06,8.63E-05
46,46,46-a,46,pun,0,scent,cost,-0.718257531,1.670044311,0.004764827,0.004764827
46,46,46-a,46,pun,0,scent,get,-0.77925162,-0.590832723,0.004626248,0.001570475
46,46,46-a,46,pun,0,scent,rid,-0.244247527,-0.686738689,0.016769846,0.016769846
46,46,46-a,46,pun,0,scent,smell,2.062695781,-0.846756795,4.19E-05,4.19E-05
47,47,47-a,47,pun,0,course,course,3,-2,6.00E-07,5.76E-05
47,47,47-a,47,pun,0,course,class,1.427448953,-0.333612223,5.85E-05,5.85E-05
47,47,47-a,47,pun,0,course,just,-0.51112576,-0.606275298,0.01441459,0.01441459
47,47,47-a,47,pun,0,course,liking,-0.480204271,-0.687722396,0.004160796,0.004160796
47,47,47-a,47,pun,0,course,rough,0.101915678,1.849272922,3.32E-05,3.32E-05
47,47,47-a,47,pun,0,course,stick,-0.582361944,-0.381049564,0.000801905,0.000801905
47,47,47-a,47,pun,0,course,tried,-0.151422091,-0.722080095,5.68E-05,5.68E-05
48,48,48-a,48,pun,0,deer,deer,3,-2,3.60E-08,0.000439979
48,48,48-a,48,pun,0,deer,pet,0.228277311,0.1898141,7.55E-05,7.55E-05
48,48,48-a,48,pun,0,deer,very,-0.82008547,-0.202505068,0.007457065,0.007457065
49,49,49-a,49,pun,0,bee,bee,3,-2,8.14E-06,0.067362874
49,49,49-a,49,pun,0,bee,hive,1.99161332,-0.67396499,0.000104883,0.000104883
49,49,49-a,49,pun,0,bee,long,-0.676077564,-0.371411379,0.688601773,0.688601773
49,49,49-a,49,pun,0,bee,want,-0.543120328,-0.212850968,0.06100285,0.06100285
50,50,50-a,50,pun,0,brake,brake,3,-2,2.26E-05,0.00155842
50,50,50-a,50,pun,0,brake,careful,0.678402617,0.065577869,0.112658561,0.112658561
50,50,50-a,50,pun,0,brake,fast,0.659288052,0.481797687,0.286460394,0.286460394
50,50,50-a,50,pun,0,brake,not,-0.701227256,-0.585134454,0.12291688,0.12291688
50,50,50-a,50,pun,0,brake,really,-0.653005421,-0.433639757,0.000260654,0.000260654
50,50,50-a,50,pun,0,brake,run,-0.036327434,0.360466076,0.001550626,0.001550626
51,51,51-a,51,pun,0,flour,flour,3,-2,2.47E-07,2.47E-07
51,51,51-a,51,pun,0,flour,brought,-0.558813333,0.069641627,1.51E-05,1.51E-05
51,51,51-a,51,pun,0,flour,chef,1.383582874,-0.748757797,0.110060857,0.110060857
51,51,51-a,51,pun,0,flour,day,-0.652054579,0.027390137,0.735030591,0.735030591
51,51,51-a,51,pun,0,flour,girlfriend,-0.785812624,0.549974398,0.004179957,0.004179957
51,51,51-a,51,pun,0,flour,pastry,1.813321928,-0.338104018,3.66E-06,3.66E-06
51,51,51-a,51,pun,0,flour,valentine's,-0.564782772,1.36529413,5.74E-09,5.74E-09
52,52,52-a,52,pun,0,fare,fare,3,-2,3.95E-06,0.002134476
52,52,52-a,52,pun,0,fare,driver,0.801534234,-0.431253583,8.05E-05,8.05E-05
52,52,52-a,52,pun,0,fare,insisted,-0.667750995,-0.061648,1.97E-06,1.97E-06
52,52,52-a,52,pun,0,fare,toll,1.556833585,0.367733434,4.66E-05,4.66E-05
52,52,52-a,52,pun,0,fare,wasn't,-0.640278029,-0.035485422,3.58E-08,3.58E-08
53,53,53-a,53,pun,0,heel,heel,3,-2,2.17E-05,0.001891469
53,53,53-a,53,pun,0,heel,foot,1.940974239,-0.087361429,0.025857993,0.025857993
53,53,53-a,53,pun,0,heel,injured,0.057277285,1.472511115,1.40E-05,1.40E-05
53,53,53-a,53,pun,0,heel,just,-0.824635495,-0.688196532,0.008039801,0.008039801
54,54,54-a,54,pun,0,hymn,hymn,3,-2,3.99E-08,0.005426877
54,54,54-a,54,pun,0,hymn,perform,0.661800948,0.109566256,0.000157483,0.000157483
54,54,54-a,54,pun,0,hymn,priest,1.136078096,0.835605283,2.11E-07,2.11E-07
54,54,54-a,54,pun,0,hymn,song,1.83254005,-0.550481657,0.024257094,0.024257094
54,54,54-a,54,pun,0,hymn,wrote,0.463668465,-0.268573499,9.38E-05,9.38E-05
55,55,55-a,55,pun,0,no's,no's,3,-2,1.66E-12,1.66E-12
55,55,55-a,55,pun,0,no's,best,-0.580979706,0.197022525,1,0.570196712
55,55,55-a,55,pun,0,no's,mother,0.002822517,0.096348478,9.55E-05,9.55E-05
56,56,56-a,56,pun,0,inn,inn,3,-2,0.000208725,0.031726153
