uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,relatedness,observed
314,118,118,13-a,13,nonpun,0,knotty,pine,-0.160851791,0
338,119,119,14-a,14,nonpun,0,taut,between,-0.287709939,0
339,119,119,14-a,14,nonpun,0,taut,clothesline,0.552306178,0
341,119,119,14-a,14,nonpun,0,taut,hangs,0.243455661,0
344,119,119,14-a,14,nonpun,0,taut,poles,-0.286158353,0
364,120,120,15-a,15,nonpun,0,marx,german,0.913342961,0
367,120,120,15-a,15,nonpun,0,marx,karl,1.430994181,0
371,120,120,15-a,15,nonpun,0,marx,philosopher,1.553897502,0
379,121,121,16-a,16,nonpun,0,hi,say,0.761917936,0
383,121,121,16-a,16,nonpun,0,hi,waved,1.72973703,0
409,122,122,17-a,17,nonpun,0,daze,bad,-0.184595357,0
412,122,122,17-a,17,nonpun,0,daze,learning,-0.690780761,0
414,122,122,17-a,17,nonpun,0,daze,news,-0.567643796,0
434,123,123,18-a,18,nonpun,0,prose,essays,0.920121128,0
437,123,123,18-a,18,nonpun,0,prose,novels,1.42068533,0
440,123,123,18-a,18,nonpun,0,prose,written,1.32796995,0
453,124,124,19-a,19,nonpun,0,plane,airport,1.712579248,0
462,124,124,19-a,19,nonpun,0,plane,landed,1.050391062,0
465,125,125,20-a,20,nonpun,0,dam,beaver,1.758858353,0
467,125,125,20-a,20,nonpun,0,dam,building,0.367174398,0
471,125,125,20-a,20,nonpun,0,dam,logs,1.430668256,0
478,125,125,20-a,20,nonpun,0,dam,sticks,0.317012934,0
493,126,126,21-a,21,nonpun,0,hertz,computer,1.118191817,0
497,126,126,21-a,21,nonpun,0,hertz,mega,0.779173478,0
498,126,126,21-a,21,nonpun,0,hertz,processing,0.683483218,0
500,126,126,21-a,21,nonpun,0,hertz,speed,0.178786499,0
501,126,126,21-a,21,nonpun,0,hertz,thirty-three,-0.258263208,0
516,127,127,22-a,22,nonpun,0,role,leading,0.504945154,0
519,127,127,22-a,22,nonpun,0,role,plays,1.250637128,0
520,127,127,22-a,22,nonpun,0,role,show,0.452865957,0
522,127,127,22-a,22,nonpun,0,role,television,0.73476784,0
548,128,128,23-a,23,nonpun,0,collar,dog,1.711357399,0
556,128,128,23-a,23,nonpun,0,collar,puts,-0.513290301,0
558,128,128,23-a,23,nonpun,0,collar,walking,0.767337859,0
560,129,129,24-a,24,nonpun,0,steal,boy,-0.319930983,0
561,129,129,24-a,24,nonpun,0,steal,candy,-0.094536379,0
562,129,129,24-a,24,nonpun,0,steal,decided,-0.465451553,0
563,129,129,24-a,24,nonpun,0,steal,friend's,-0.56195865,0
566,129,129,24-a,24,nonpun,0,steal,not,-0.189663551,0
569,129,129,24-a,24,nonpun,0,steal,wanted,0.492795816,0
600,130,130,25-a,25,nonpun,0,dye,hair,1.523473926,0
602,130,130,25-a,25,nonpun,0,dye,like,-0.781460533,0
603,130,130,25-a,25,nonpun,0,dye,not,-0.770518333,0
604,130,130,25-a,25,nonpun,0,dye,people,-0.26904247,0
611,131,131,26-a,26,nonpun,0,waist,belt,1.597962543,0
615,131,131,26-a,26,nonpun,0,waist,look,-0.588764329,0
617,131,131,26-a,26,nonpun,0,waist,small,0.54555294,0
619,131,131,26-a,26,nonpun,0,waist,tiny,0.817679802,0
649,132,132,27-a,27,nonpun,0,feet,hurting,0.399656575,0
650,132,132,27-a,27,nonpun,0,feet,new,-0.68535866,0
655,132,132,27-a,27,nonpun,0,feet,shoes,1.661397429,0
658,132,132,27-a,27,nonpun,0,feet,these,-0.326401163,0
673,133,133,28-a,28,nonpun,0,aloud,class,-0.247762261,0
678,133,133,28-a,28,nonpun,0,aloud,poem,0.285366535,0
679,133,133,28-a,28,nonpun,0,aloud,read,1.011726584,0
682,133,133,28-a,28,nonpun,0,aloud,student,-0.31438722,0
688,134,134,29-a,29,nonpun,0,pail,clean,0.454193468,0
690,134,134,29-a,29,nonpun,0,pail,filled,0.640365217,0
691,134,134,29-a,29,nonpun,0,pail,floor,-0.027157293,0
696,134,134,29-a,29,nonpun,0,pail,water,1.506103593,0
697,134,134,29-a,29,nonpun,0,pail,worker,-0.140034506,0
730,135,135,30-a,30,nonpun,0,manor,huge,0.769933737,0
731,135,135,30-a,30,nonpun,0,manor,live,0.878267984,0
735,135,135,30-a,30,nonpun,0,manor,people,0.015243503,0
737,135,135,30-a,30,nonpun,0,manor,those,-0.812234947,0
738,135,135,30-a,30,nonpun,0,manor,wealthy,1.284905544,0
743,136,136,31-a,31,nonpun,0,cache,copies,-0.02172846,0
744,136,136,31-a,31,nonpun,0,cache,database,0.776424805,0
747,136,136,31-a,31,nonpun,0,cache,pages,0.137738536,0
750,136,136,31-a,31,nonpun,0,cache,stored,0.829207849,0
754,136,136,31-a,31,nonpun,0,cache,web,0.810127394,0
789,137,137,32-a,32,nonpun,0,reign,ended,0.005525581,0
791,137,137,32-a,32,nonpun,0,reign,heir,1.112214591,0
792,137,137,32-a,32,nonpun,0,reign,king's,1.776843753,0
797,137,137,32-a,32,nonpun,0,reign,took,-0.113320681,0
799,138,138,33-a,33,nonpun,0,thyme,chicken,0.702699467,0
800,138,138,33-a,33,nonpun,0,thyme,creamy,-0.373157708,0
802,138,138,33-a,33,nonpun,0,thyme,favorite,-0.757130331,0
803,138,138,33-a,33,nonpun,0,thyme,flavored,0.720140546,0
808,138,138,33-a,33,nonpun,0,thyme,meals,0.684309848,0
810,138,138,33-a,33,nonpun,0,thyme,sauce,0.675274507,0
848,139,139,34-a,34,nonpun,0,pore,opening,1.292710947,0
850,139,139,34-a,34,nonpun,0,pore,skin,1.711512432,0
851,139,139,34-a,34,nonpun,0,pore,small,0.506945942,0
852,139,139,34-a,34,nonpun,0,pore,surface,0.729637206,0
854,139,139,34-a,34,nonpun,0,pore,very,-0.758430767,0
857,140,140,35-a,35,nonpun,0,gilt,covered,-0.202184731,0
859,140,140,35-a,35,nonpun,0,gilt,frame,0.224066754,0
893,141,141,36-a,36,nonpun,0,heir,british,0.9746296,0
896,141,141,36-a,36,nonpun,0,heir,prince,1.47974664,0
899,141,141,36-a,36,nonpun,0,heir,throne,1.706785224,0
900,141,141,36-a,36,nonpun,0,heir,william,0.295560352,0
902,142,142,37-a,37,nonpun,0,son,daughter,1.763125915,0
923,143,143,38-a,38,nonpun,0,c's,even,-0.499558249,0
924,143,143,38-a,38,nonpun,0,c's,hard,-0.714930737,0
925,143,143,38-a,38,nonpun,0,c's,high,-0.577071422,0
932,143,143,38-a,38,nonpun,0,c's,sing,-0.060591239,0
934,143,143,38-a,38,nonpun,0,c's,soprano,-0.539602268,0
952,144,144,39-a,39,nonpun,0,watt,bulb,1.920607166,0
953,144,144,39-a,39,nonpun,0,watt,desk,-0.457721811,0
956,144,144,39-a,39,nonpun,0,watt,lamp,1.321393571,0
957,144,144,39-a,39,nonpun,0,watt,light,1.79124009,0
959,144,144,39-a,39,nonpun,0,watt,sixty,1.02910921,0
964,144,144,39-a,39,nonpun,0,watt,uses,-0.311913495,0
996,145,145,40-a,40,nonpun,0,razor,beard,1.686142323,0
1004,145,145,40-a,40,nonpun,0,razor,shave,1.763154924,0
1007,145,145,40-a,40,nonpun,0,razor,used,0.323571408,0
1010,146,146,41-a,41,nonpun,0,knot,double,0.739134619,0
1011,146,146,41-a,41,nonpun,0,knot,easy,-0.391155438,0
1015,146,146,41-a,41,nonpun,0,knot,tie,1.837738897,0
1025,147,147,42-a,42,nonpun,0,wood,get,-0.301585774,0
1030,147,147,42-a,42,nonpun,0,wood,trees,2.166448306,0
1043,148,148,43-a,43,nonpun,0,grader,hired,-0.196140338,0
1048,148,148,43-a,43,nonpun,0,grader,score,1.456913574,0
1050,148,148,43-a,43,nonpun,0,grader,tests,1.239366364,0
1066,149,149,44-a,44,nonpun,0,eye,poked,1.069338754,0
1073,150,150,45-a,45,nonpun,0,cell,biology,1.899746806,0
1078,150,150,45-a,45,nonpun,0,cell,learned,-0.383796696,0
1082,150,150,45-a,45,nonpun,0,cell,works,-0.234275681,0
1112,151,151,46-a,46,nonpun,0,scent,unpleasant,0.457821941,0
1128,152,152,47-a,47,nonpun,0,course,school,1.619394573,0
1130,152,152,47-a,47,nonpun,0,course,took,0.543846748,0
1137,153,153,48-a,48,nonpun,0,deer,forest,1.472165421,0
1151,154,154,49-a,49,nonpun,0,bee,angry,0.221877067,0
1153,154,154,49-a,49,nonpun,0,bee,honey,1.842053559,0
1156,154,154,49-a,49,nonpun,0,bee,steal,-0.728146168,0
1157,154,154,49-a,49,nonpun,0,bee,stung,1.794922544,0
1158,154,154,49-a,49,nonpun,0,bee,tried,-0.639042341,0
1162,155,155,50-a,50,nonpun,0,brake,cars,1.804849918,0
1169,155,155,50-a,50,nonpun,0,brake,slowly,0.825203011,0
1180,156,156,51-a,51,nonpun,0,flour,baking,1.223055747,0
1184,156,156,51-a,51,nonpun,0,flour,different,-0.658578307,0
1187,156,156,51-a,51,nonpun,0,flour,kinds,-0.421216307,0
1191,156,156,51-a,51,nonpun,0,flour,use,-0.213368815,0
1221,157,157,52-a,52,nonpun,0,fare,paid,1.159565545,0
1233,158,158,53-a,53,nonpun,0,heel,bruised,0.293676601,0
1239,158,158,53-a,53,nonpun,0,heel,walking,1.670247066,0
1253,159,159,54-a,54,nonpun,0,hymn,church,1.689324454,0
1259,159,159,54-a,54,nonpun,0,hymn,sang,1.569489363,0
1271,160,160,55-a,55,nonpun,0,no's,answered,0.415864512,0
1275,160,160,55-a,55,nonpun,0,no's,string,-0.707908246,0
1293,161,161,56-a,56,nonpun,0,inn,stayed,0.708630598,0
1309,162,162,57-a,57,nonpun,0,idol,famous,1.566587652,0
1312,162,162,57-a,57,nonpun,0,idol,movie,1.063241676,0
1316,162,162,57-a,57,nonpun,0,idol,star,1.585715064,0
1325,163,163,58-a,58,nonpun,0,maid,clean,1.43335711,0
1326,163,163,58-a,58,nonpun,0,maid,hired,0.943186677,0
1340,164,164,59-a,59,nonpun,0,nun,kind,0.67936669,0
1344,164,164,59-a,59,nonpun,0,nun,pious,0.884351047,0
1346,164,164,59-a,59,nonpun,0,nun,very,-0.849311361,0
1355,165,165,60-a,60,nonpun,0,mourning,died,1.629802491,0
1356,165,165,60-a,60,nonpun,0,mourning,loved,0.73364003,0
1365,166,166,61-a,61,nonpun,0,meat,like,-0.395840073,0
1368,166,166,61-a,61,nonpun,0,meat,vegetarians,0.604443795,0
1395,167,167,62-a,62,nonpun,0,reel,fish,1.640762987,0
1399,167,167,62-a,62,nonpun,0,reel,need,-0.762973747,0
1412,168,168,63-a,63,nonpun,0,pear,apples,1.278435678,0
1413,168,168,63-a,63,nonpun,0,pear,ate,1.144401446,0
1421,169,169,64-a,64,nonpun,0,pray,bed,0.277633309,0
1423,169,169,64-a,64,nonpun,0,pray,christians,1.829803433,0
1424,169,169,64-a,64,nonpun,0,pray,customary,-0.307313326,0
1445,170,170,65-a,65,nonpun,0,root,tree's,1.69774838,0
1446,170,170,65-a,65,nonpun,0,root,tripped,-0.180136938,0
3,171,171,1-b,1,nonpun,0,profit,business,1.82224455,0
5,171,171,1-b,1,nonpun,0,profit,dollars,1.743815347,0
9,171,171,1-b,1,nonpun,0,profit,made,0.91419155,0
10,171,171,1-b,1,nonpun,0,profit,million,1.246970119,0
14,171,171,1-b,1,nonpun,0,profit,year,0.650043035,0
42,172,172,2-b,2,nonpun,0,pie,apple,1.77905018,0
45,172,172,2-b,2,nonpun,0,pie,dessert,1.681425152,0
48,172,172,2-b,2,nonpun,0,pie,like,-0.047714652,0
75,173,173,3-b,3,nonpun,0,need,company,0.051266325,0
76,173,173,3-b,3,nonpun,0,need,computer,-0.175595364,0
83,173,173,3-b,3,nonpun,0,need,programmers,-0.279855399,0
100,174,174,4-b,4,nonpun,0,or,car,-0.646480239,0
101,174,174,4-b,4,nonpun,0,or,care,-0.702338021,0
109,174,174,4-b,4,nonpun,0,or,problems,-0.750977777,0
112,174,174,4-b,4,nonpun,0,or,take,-0.691946271,0
115,175,175,5-b,5,nonpun,0,tears,cheeks,1.51407894,0
119,175,175,5-b,5,nonpun,0,tears,movie,0.324767813,0
120,175,175,5-b,5,nonpun,0,tears,ran,-0.065024853,0
121,175,175,5-b,5,nonpun,0,tears,sad,1.6796432,0
124,175,175,5-b,5,nonpun,0,tears,watched,-0.030077993,0
144,176,176,6-b,6,nonpun,0,pole,flag,1.600043247,0
150,176,176,6-b,6,nonpun,0,pole,raised,-0.033473475,0
151,176,176,6-b,6,nonpun,0,pole,up,0.261924936,0
167,177,177,7-b,7,nonpun,0,board,company's,1.017920054,0
168,177,177,7-b,7,nonpun,0,board,directors,1.174703046,0
172,177,177,7-b,7,nonpun,0,board,meeting,1.321483146,0
195,178,178,8-b,8,nonpun,0,grease,plate,0.63160784,0
210,179,179,9-b,9,nonpun,0,sign,boutique,0.347168404,0
211,179,179,9-b,9,nonpun,0,sign,clothes,-0.638889498,0
216,179,179,9-b,9,nonpun,0,sign,says,0.959917174,0
217,179,179,9-b,9,nonpun,0,sign,store,0.932149163,0
245,180,180,10-b,10,nonpun,0,principle,believe,0.570955939,0
254,180,180,10-b,10,nonpun,0,principle,physics,0.758149069,0
270,181,181,11-b,11,nonpun,0,seedy,bar,0.441356094,0
273,181,181,11-b,11,nonpun,0,seedy,drunken,0.081083372,0
274,181,181,11-b,11,nonpun,0,seedy,full,-0.609255664,0
279,181,181,11-b,11,nonpun,0,seedy,people,-0.336843937,0
282,181,181,11-b,11,nonpun,0,seedy,unwashed,0.412283929,0
285,182,182,12-b,12,nonpun,0,hair,heads,2.008648242,0
286,182,182,12-b,12,nonpun,0,hair,lots,0.016372087,0
290,182,182,12-b,12,nonpun,0,hair,people,1.008991155,0
319,183,183,13-b,13,nonpun,0,naughty,boy,0.340873612,0
321,183,183,13-b,13,nonpun,0,naughty,child,0.360216669,0
329,184,184,14-b,14,nonpun,0,taught,college,0.759114146,0
332,184,184,14-b,14,nonpun,0,taught,mathematics,1.147346875,0
336,184,184,14-b,14,nonpun,0,taught,students,1.536200491,0
353,185,185,15-b,15,nonpun,0,marks,got,-0.550880909,0
354,185,185,15-b,15,nonpun,0,marks,high,0.712761434,0
354,185,185,15-b,15,nonpun,0,marks,high,0.712761434,0
360,185,185,15-b,15,nonpun,0,marks,school,1.006779042,0
386,186,186,16-b,16,nonpun,0,high,feet,0.210251748,0
392,186,186,16-b,16,nonpun,0,high,statue,0.710567146,0
394,186,186,16-b,16,nonpun,0,high,ten,0.111443636,0
404,187,187,17-b,17,nonpun,0,days,seven,0.89747462,0
408,187,187,17-b,17,nonpun,0,days,week,1.888258478,0
423,188,188,18-b,18,nonpun,0,pros,cons,1.562762916,0
426,188,188,18-b,18,nonpun,0,pros,networking,-0.050376801,0
428,188,188,18-b,18,nonpun,0,pros,sites,-0.46302653,0
429,188,188,18-b,18,nonpun,0,pros,social,-0.481973908,0
442,189,189,19-b,19,nonpun,0,plain,beautiful,0.544398343,0
447,189,189,19-b,19,nonpun,0,plain,felt,-0.295630453,0
452,189,189,19-b,19,nonpun,0,plain,sister,-0.530564157,0
483,190,190,20-b,20,nonpun,0,damn,give,-0.107603886,0
488,190,190,20-b,20,nonpun,0,damn,not,-0.639285817,0
490,190,190,20-b,20,nonpun,0,damn,say,-0.09659133,0
503,191,191,21-b,21,nonpun,0,hurts,fell,1.289512664,0
505,191,191,21-b,21,nonpun,0,hurts,leg,0.132818371,0
524,192,192,22-b,22,nonpun,0,roll,bought,-0.423217501,0
526,192,192,22-b,22,nonpun,0,roll,dress,-0.631901652,0
529,192,192,22-b,22,nonpun,0,roll,make,-0.068263256,0
533,192,192,22-b,22,nonpun,0,roll,silk,-0.11304133,0
535,193,193,23-b,23,nonpun,0,caller,bank,0.28677822,0
541,193,193,23-b,23,nonpun,0,caller,phone,1.854532249,0
576,194,194,24-b,24,nonpun,0,steel,made,0.246236099,0
579,194,194,24-b,24,nonpun,0,steel,ship,0.808578387,0
582,194,194,24-b,24,nonpun,0,steel,wood,0.101366305,0
584,195,195,25-b,25,nonpun,0,die,attack,1.174044615,0
587,195,195,25-b,25,nonpun,0,die,heart,0.600173251,0
592,195,195,25-b,25,nonpun,0,die,scared,0.667042835,0
595,195,195,25-b,25,nonpun,0,die,very,-0.706454265,0
622,196,196,26-b,26,nonpun,0,waste,dealing,-0.571672057,0
627,196,196,26-b,26,nonpun,0,waste,time,0.74945938,0
631,197,197,27-b,27,nonpun,0,feat,exam,-0.003035828,0
637,197,197,27-b,27,nonpun,0,feat,passing,-0.31578991,0
639,197,197,27-b,27,nonpun,0,feat,real,-0.353071356,0
642,197,197,27-b,27,nonpun,0,feat,studying,-0.401542051,0
659,198,198,28-b,28,nonpun,0,allowed,car,-0.502274842,0
661,198,198,28-b,28,nonpun,0,allowed,family,-0.279927222,0
668,198,198,28-b,28,nonpun,0,allowed,son,-0.315025275,0
670,198,198,28-b,28,nonpun,0,allowed,use,0.369072124,0
705,199,199,29-b,29,nonpun,0,pale,looks,0.41002263,0
706,199,199,29-b,29,nonpun,0,pale,sick,1.187339929,0
714,200,200,30-b,30,nonpun,0,manner,food,0.167603032,0
720,200,200,30-b,30,nonpun,0,manner,party,-0.228798263,0
756,201,201,31-b,31,nonpun,0,cash,bought,1.090530565,0
757,201,201,31-b,31,nonpun,0,cash,chips,0.7956559,0
766,201,201,31-b,31,nonpun,0,cash,stocks,1.102684689,0
769,201,201,31-b,31,nonpun,0,cash,ten,1.016804401,0
772,201,201,31-b,31,nonpun,0,cash,years,-0.435775644,0
775,202,202,32-b,32,nonpun,0,rain,city,0.086553216,0
777,202,202,32-b,32,nonpun,0,rain,fell,0.613188827,0
781,202,202,32-b,32,nonpun,0,rain,night,-0.347260507,0
821,203,203,33-b,33,nonpun,0,time,lunch,0.929261287,0
823,203,203,33-b,33,nonpun,0,time,meeting,0.919818744,0
827,204,204,34-b,34,nonpun,0,poor,afford,0.58939641,0
829,204,204,34-b,34,nonpun,0,poor,buy,0.033483277,0
830,204,204,34-b,34,nonpun,0,poor,cannot,0.074573357,0
832,204,204,34-b,34,nonpun,0,poor,family,0.512370285,0
833,204,204,34-b,34,nonpun,0,poor,food,-0.127033648,0
868,205,205,35-b,35,nonpun,0,guilt,accused,1.251821833,0
871,205,205,35-b,35,nonpun,0,guilt,decides,-0.117941764,0
874,205,205,35-b,35,nonpun,0,guilt,innocence,0.683609262,0
875,205,205,35-b,35,nonpun,0,guilt,jury,1.256818579,0
879,205,205,35-b,35,nonpun,0,guilt,person,0.46715014,0
881,206,206,36-b,36,nonpun,0,err,being,-0.600162024,0
882,206,206,36-b,36,nonpun,0,err,better,-0.588063778,0
887,206,206,36-b,36,nonpun,0,err,safe,-0.174398323,0
888,206,206,36-b,36,nonpun,0,err,side,-0.375675418,0
913,207,207,37-b,37,nonpun,0,sun,evening,0.857747221,0
915,207,207,37-b,37,nonpun,0,sun,morning,1.438934245,0
919,207,207,37-b,37,nonpun,0,sun,rises,1.575861286,0
920,207,207,37-b,37,nonpun,0,sun,sets,1.090345779,0
940,208,208,38-b,38,nonpun,0,seas,high,1.15987515,0
943,208,208,38-b,38,nonpun,0,seas,mid-atlantic,1.1959212,0
946,208,208,38-b,38,nonpun,0,seas,ship,1.612179029,0
976,209,209,39-b,39,nonpun,0,what,students,-0.499064815,0
977,209,209,39-b,39,nonpun,0,what,teacher,-0.459484636,0
978,209,209,39-b,39,nonpun,0,what,told,-0.184861844,0
984,210,210,40-b,40,nonpun,0,raiser,church,-0.207024675,0
985,210,210,40-b,40,nonpun,0,raiser,fund,0.810271506,0
986,210,210,40-b,40,nonpun,0,raiser,girl,-0.820700699,0
987,210,210,40-b,40,nonpun,0,raiser,local,-0.369067514,0
989,210,210,40-b,40,nonpun,0,raiser,organized,-0.335369813,0
1020,211,211,41-b,41,nonpun,0,not,let's,-0.326499837,0
1032,212,212,42-b,42,nonpun,0,would,father,-0.621234826,0
1034,212,212,42-b,42,nonpun,0,would,go,-0.397667605,0
1035,212,212,42-b,42,nonpun,0,would,let,0.262509042,0
1036,212,212,42-b,42,nonpun,0,would,not,0.238664661,0
1037,212,212,42-b,42,nonpun,0,would,party,-0.398684175,0
1053,213,213,43-b,43,nonpun,0,grater,cheese,1.660631265,0
1053,213,213,43-b,43,nonpun,0,grater,cheese,1.660631265,0
1061,213,213,43-b,43,nonpun,0,grater,slices,0.646909343,0
1068,214,214,44-b,44,nonpun,0,i,answer,-0.358631117,0
1070,214,214,44-b,44,nonpun,0,i,know,0.147645951,0
1084,215,215,45-b,45,nonpun,0,sell,car,0.842116061,0
1085,215,215,45-b,45,nonpun,0,sell,good,0.367727749,0
1089,215,215,45-b,45,nonpun,0,sell,price,1.641732003,0
1093,216,216,46-b,46,nonpun,0,cent,borrow,0.745670533,0
1095,216,216,46-b,46,nonpun,0,cent,even,-0.395060466,0
1097,216,216,46-b,46,nonpun,0,cent,let,-0.714122825,0
1098,216,216,46-b,46,nonpun,0,cent,not,-0.679842989,0
1101,216,216,46-b,46,nonpun,0,cent,stingy,0.546384374,0
1114,217,217,47-b,47,nonpun,0,coarse,hair,0.742759056,0
1122,217,217,47-b,47,nonpun,0,coarse,very,-0.019471902,0
1134,218,218,48-b,48,nonpun,0,dear,friend,1.12621052,0
1145,219,219,49-b,49,nonpun,0,be,okay,-0.493988311,0
1150,219,219,49-b,49,nonpun,0,be,worry,-0.564835602,0
1173,220,220,50-b,50,nonpun,0,break,leg,1.168073764,0
1175,220,220,50-b,50,nonpun,0,break,performance,0.132261404,0
1194,221,221,51-b,51,nonpun,0,flower,among,-0.720665464,0
1201,221,221,51-b,51,nonpun,0,flower,growing,1.522493993,0
1204,221,221,51-b,51,nonpun,0,flower,picked,1.016651518,0
1205,221,221,51-b,51,nonpun,0,flower,pretty,1.338286727,0
1208,221,221,51-b,51,nonpun,0,flower,weeds,1.318642479,0
1210,222,222,52-b,52,nonpun,0,fair,game,1.041816066,0
1212,222,222,52-b,52,nonpun,0,fair,not,0.275923826,0
1214,222,222,52-b,52,nonpun,0,fair,rules,0.888002604,0
1228,223,223,53-b,53,nonpun,0,heal,just,-0.688196532,0
1229,223,223,53-b,53,nonpun,0,heal,takes,-0.520729992,0
1230,223,223,53-b,53,nonpun,0,heal,time,0.55593966,0
1232,223,223,53-b,53,nonpun,0,heal,wounds,1.7097202,0
1241,224,224,54-b,54,nonpun,0,him,back,-0.518706364,0
1243,224,224,54-b,54,nonpun,0,him,john,0.292140711,0
1244,224,224,54-b,54,nonpun,0,him,like,-0.30463761,0
1245,224,224,54-b,54,nonpun,0,him,likes,-0.533676365,0
1249,224,224,54-b,54,nonpun,0,him,sarah,-0.798072639,0
1263,225,225,55-b,55,nonpun,0,knows,almost,-0.154943152,0
1266,225,225,55-b,55,nonpun,0,knows,dictionary,0.656967,0
1269,225,225,55-b,55,nonpun,0,knows,word,0.100501487,0
1277,226,226,56-b,56,nonpun,0,in,close,0.495009183,0
1278,226,226,56-b,56,nonpun,0,in,come,0.485694349,0
1279,226,226,56-b,56,nonpun,0,in,door,1.037311785,0
1282,226,226,56-b,56,nonpun,0,in,room,0.063650469,0
1296,227,227,57-b,57,nonpun,0,idle,doing,0.018690301,0
1298,227,227,57-b,57,nonpun,0,idle,just,0.004347172,0
1302,227,227,57-b,57,nonpun,0,idle,sitting,1.194082122,0
1319,228,228,58-b,58,nonpun,0,made,cake,0.827388061,0
1332,229,229,59-b,59,nonpun,0,none,made,-0.497056052,0
1336,229,229,59-b,59,nonpun,0,none,sense,-0.061491739,0
1350,230,230,60-b,60,nonpun,0,morning,shining,0.859793109,0
1351,230,230,60-b,60,nonpun,0,morning,sun,1.698846284,0
1352,230,230,60-b,60,nonpun,0,morning,up,0.98398147,0
1353,230,230,60-b,60,nonpun,0,morning,woke,1.54108883,0
1370,231,231,61-b,61,nonpun,0,meet,able,0.238797127,0
1372,231,231,61-b,61,nonpun,0,meet,finally,0.142099156,0
